fam162a	FAM162B
th	TH
myo1f	MYO1F
gdf6b	GDF7
eef1db	EFCC1
eef1db	EEF1D
dnaja2b	DNAJA2
myo7ba	MYO7B
wnt2	WNT2
npffr2b	NPFFR2
aga	AGA
tmem147	TMEM147
gucy1a1	GUCY1A1
socs6b	SOCS6
ophn1	OPHN1
wdr91	WDR91
ephx1	EPHX1
ppcdc	PPCDC
rnf220b	RNF220
spryd7a	SPRYD7
pou6f1	POU6F1
neil3	NEIL3
AK6	AK6
tollip	TOLLIP
huwe1	HUWE1
mms22l	MMS22L
letm1	LETM1
sycn.1	SYCN
kdm7ab	KDM7A
abhd2b	ABHD2
eif4ebp3l	EIF4EBP3
pfn2a	PFN2
rhbdd1	RHBDD1
ctsk	CTSK
mep1ba	MEP1B
cip2a	CIP2A
sycn.2	SYCN
muc5.3	MUC5B
samd10a	SAMD10
gng8	GNG8
rasgrf2b	RASGRF2
tbx2a	TBX2
ptprn2	PTPRN2
ubxn7	UBXN7
xpa	XPA
fndc5b	FNDC5
arhgap19	ARHGAP19
marveld2b	MARVELD2
cldn2	CLDN2
cpsf3	CPSF3
frs2b	FRS2
rbm41	RBM41
sap30bp	SAP30BP
trim44	TRIM44
adnp2b	ADNP2
bcl11ba	BCL11B
slc4a1a	SLC4A1
arcn1b	ARCN1
pip4p2	PIP4P2
pias1a	PIAS1
ehbp1l1a	EHBP1L1
mknk2a	MKNK2
si:dkey-226m8.10	SMARCA2
ugt8	UGT8
chrna9a	CHRNA9
mipa	MIP
dmap1	DMAP1
kptn	KPTN
stap2a	STAP2
ngef	NGEF
cldn11a	CLDN11
cbln2a	CBLN2
msl2b	MSL2
nkiras1	NKIRAS1
rad52	RAD52
ncs1b	NCS1
fam83d	FAM83D
pde3b	PDE3B
copg2	COPG2
snx15	SNX15
si:dkey-235d18.7	EZHIP
hyls1	HYLS1
tac4	TAC1
asz1	ASZ1
pbrm1l	PBRM1
FRMD7	FRMD7
gpm6bb	GPM6B
mfge8b	MFGE8
sfrp5	SFRP5
bcl3	BCL3
sox9a	SOX9
nin	NIN
uts1	UCN
chtf18	CHTF18
mttp	MTTP
fryl	FRYL
ces2b	CES3
nod2	NOD2
sgo2	SGO2
cspg5b	CSPG5
eml1	EML1
bap1	BAP1
lipea	LIPE
wnk1a	WNK1
mrpl4	MRPL4
trpm1a	TRPM1
cpt1aa	CPT1A
pex26	PEX26
ubr4	UBR4
dctn4	DCTN4
tspan2a	TSPAN2
si:ch211-221n20.7	EZHIP
eci2	ECI2
kcnma1a	KCNMA1
mboat2a	MBOAT2
samd11	SAMD11
si:ch211-221n20.4	EZHIP
dicp2.1	CD4
myo5aa	MYO5A
si:dkey-235d18.6	EZHIP
trim54	TRIM54
dicp2.2	CD4
golga7bb	GOLGA7B
plppr5a	PLPPR5
cacnb1	CACNB1
si:ch211-221n20.2	EZHIP
kcnb2b	KCNB2
gcfc2	GCFC2
si:dkey-21h14.12	CD163L1
tubb6	TUBB6
si:ch211-221n20.1	EZHIP
dlx4a	DLX4
cfhl2	F13B
sigmar1	SIGMAR1
ndufb11	NDUFB11
spast	SPAST
trmt61b	TRMT61B
fam210aa	FAM210A
adgra2	ADGRA2
mpp2b	MPP2
tmem45b	TMEM45B
slc5a6a	SLC5A6
hs3st4	HS3ST4
txnl4a	TXNL4A
cidea	CIDEA
jkamp	JKAMP
nfrkb	NFRKB
hs3st2	HS3ST2
spdya	SPDYA
thraa	THRA
cryaba	CRYAB
wbp1lb	WBP1L
dnah2	DNAH2
adcy9	ADCY9
pkp4	PKP4
cnga1b	CNGA1
ubtd1a	UBTD1
neto1	NETO1
tex10	TEX10
nsun4	NSUN4
zdhhc16a	ZDHHC16
dcun1d5	DCUN1D5
si:ch73-322b17.4	CD4
slc15a2	SLC15A2
wdr3	WDR3
dazap2	DAZAP2
rusc1	RUSC1
pdpk1a	PDPK1
slc13a5b	SLC13A5
agpat3	AGPAT3
gpam	GPAM
pik3c2a	PIK3C2A
gapdhs	GAPDHS
kank1b	KANK1
sebox	SEBOX
papss2a	PAPSS2
tspan15	TSPAN15
ruvbl2	RUVBL2
kcp	KCP
phox2bb	PHOX2B
slc13a1	SLC13A1
slc49a4	SLC49A4
alpl	ALPL
arhgap22b	ARHGAP22
rhot1a	RHOT1
adora2aa	ADORA2A
col4a4	COL4A4
cyp7a1	CYP7A1
nuggc.3	NUGGC
hspbap1	HSPBAP1
rab39bb	RAB39B
specc1la	SPECC1L
lrrc18b	LRRC18
si:ch211-1f22.3	CD22
zgc:172122	TIGIT
zgc:172122	PVR
zgc:172122	NECTIN2
zgc:172122	NCR3
zgc:172122	SMAGP
gbgt1l7	GBGT1
tacr1a	TACR1
fdft1	FDFT1
arhgap44b	ARHGAP44
plppr4a	PLPPR4
adad2	ADAD2
ngfb	NGF
veph1	VEPH1
man1b1a	MAN1B1
gas2l1	GAS2L1
ctsbb	CTSV
ctsbb	CTSL
ctsbb	TINAG
ctsbb	CTSW
ctsbb	CTSF
hnmt	HNMT
ece1	ECE1
uckl1a	UCKL1
ptx3a	PTX3
klf8	KLF8
znf335	ZNF335
necab1	NECAB1
si:ch73-34h11.1	CD4
hnf1ba	HNF1B
oclnb	OCLN
pamr1b	PAMR1
hapln3	HAPLN3
myadmb	MYADM
dhx38	DHX38
gucy1b1	GUCY1B1
pou3f2b	POU3F2
dixdc1a	DIXDC1
gbgt1l3	GBGT1
sp5a	SP5
serpinc1	SERPINC1
il21r.1	IL2RB
znf281b	ZNF281
kcnip2	KCNIP2
dnajc5ga	DNAJC5G
g6pc1b	G6PC1
tm9sf2	TM9SF2
suclg1	SUCLG1
chchd1	CHCHD1
adgrd2	ADGRD2
ankrd40	ANKRD40
ankrd40	ANKRD40CL
si:ch211-51a6.2	CD5L
si:ch211-51a6.2	CD163L1
glra2	GLRA2
gata4	GATA4
si:dkey-56f14.7	ELMO1
nfasca	NFASC
hmcn2	HMCN1
crtac1b	CRTAC1
hs3st1l2	HS3ST3B1
hs3st1l2	HS3ST3A1
fkbpl	FKBPL
vbp1	VBP1
snapc2	SNAPC2
lrrc4.1	LRRC4
stat6	STAT6
stag1b	STAG1
pdk3b	PDK3
wasf1	WASF1
rtn4a	RTN4
nanos3	NANOS3
rpl7l1	RPL7L1
dicp3.1	CD4
atpsckmt	ATPSCKMT
snd1	SND1
fgf6b	FGF6
tfa	LTF
gpr143	GPR143
si:dkey-183k8.2	CTSV
si:dkey-183k8.2	CTSL
palmda	PALMD
csnk1g2a	CSNK1G2
haspin	HASPIN
fbxl4	FBXL4
fhdc2	FAM47A
fhdc2	FAM47C
fhdc2	FAM47B
aoc2	AOC3
aoc2	AOC2
cnpy3	CNPY3
efhd1	EFHD1
slc47a4	SLC47A2
slc47a4	SLC47A1
pcyt1bb	PCYT1B
rnmt	RNMT
fam184b	FAM184B
ube2ia	UBE2I
slc1a2b	SLC1A2
klf5l	KLF18
klf5l	KLF14
klf5l	KLF17
trpc5a	TRPC5
si:ch211-1f22.4	CD22
nat16	NAT16
skor1a	SKOR1
hcar1-4	OXER1
kcnj13	KCNJ13
pyyb	PYY
rpl15	RPL15
pou4f4	POU5F2
dlg3	DLG3
alg5	ALG5
uts2a	UTS2
tbl1x	TBL1Y
tbl1x	TBL1X
exosc9	EXOSC9
gal3st2	GAL3ST2
myo3b	MYO3B
dachb	DACH2
si:ch211-1f22.5	CD22
sst1.2	SST
noc2l	NOC2L
minpp1a	MINPP1
cdc40	CDC40
tsc1a	TSC1
zfp36l2	ZFP36L2
pitpnm3	PITPNM3
rfxap	RFXAP
rab22a	RAB22A
smc3	SMC3
casp6b.1	CASP6
agpat4	AGPAT4
ctss2.1	CTSS
mettl24	METTL24
katnal2	KATNAL2
fat1a	FAT1
nfkb1	NFKB1
fam110b	FAM110B
pdlim2	PDLIM2
spaca9	SPACA9
vav2	VAV2
med7	MED7
trpa1b	TRPA1
haus7	HAUS7
ro60	RO60
os9	OS9
itk	ITK
ncoa1	NCOA1
baiap3	BAIAP3
spock3	SPOCK3
copb1	COPB1
TENM3	TENM3
tacr2	TACR2
bzw1a	BZW1
nkd1	NKD1
rtn1b	RTN1
rad54l2	RAD54L2
sst1.1	SST
ebf2	EBF2
nsfa	NSF
wfikkn2a	WFIKKN1
enoph1	ENOPH1
apobb.2	APOB
grin3ba	GRIN3B
ythdf1	YTHDF1
pof1b	POF1B
ube2d2l	UBE2D3
prkaa1	PRKAA1
cyb561d2	CYB561D2
acanb	ACAN
mier2	MIER2
gata1a	GATA1
mettl18	METTL18
dpy30	DPY30
tpst1	TPST1
sgms1a	SGMS1
pgam1a	PGAM1
pgam1a	PGAM4
plekha1a	PLEKHA1
gbgt1l6	GBGT1
faxcb	FAXC
dynll2a	DYNLL2
cds2	CDS2
pih1d2	PIH1D2
st14b	TMPRSS11A
st14b	TMPRSS11D
st14b	TMPRSS11F
st14b	PRSS22
st14b	TMPRSS11E
st14b	TMPRSS11B
kcnk18	KCNK18
cftr	CFTR
cadps2	CADPS2
cndp2	CNDP2
ppm1db	PPM1D
selenow2b	MIEN1
zmiz1b	ZMIZ1
cd44b	CD44
masp1	MASP1
tdp2b	TDP2
bub1ba	BUB1B
hibch	HIBCH
srsf1a	SRSF1
gmnn	GMNN
tob1a	TOB1
mtfr2	MTFR2
zar1	ZAR1
cacna1sb	CACNA1S
dbh	DBH
tomm40l	TOMM40
si:dkey-243i1.1	KIAA0753
si:dkey-276j7.1	C7orf57
prox2	PROX2
setdb1b	SETDB1
umodl1	UMODL1
pofut2	POFUT2
casp6a	CASP6
igf2a	IGF2
hhat	HHAT
crebbpa	CREBBP
def6a	DEF6
bcl11aa	BCL11A
acot13	ACOT13
C3H17orf75	C17orf75
tmem64	TMEM64
suv39h1b	SUV39H1
grtp1b	GRTP1
ccdc82	CCDC82
C19H6orf62	C6orf62
tut1	TUT1
sardh	SARDH
acss1	ACSS1
gper1	GPER1
pah	PAH
stau1	STAU1
ctso	CTSO
h3f3a	H3Y1
h3f3a	H3Y2
hdac1	HDAC1
ncaph	NCAPH
tdo2a	TDO2
tmem9	TMEM9
loxl4	LOXL4
si:ch211-152f2.1	CD22
sh3pxd2ab	SH3PXD2A
pomp	POMP
nr5a1a	NR5A1
unkl	UNKL
uevld	UEVLD
frrs1a	FRRS1
lyrm5a	ETFRF1
slc10a4	SLC10A4
asap2a	ASAP2
plpp2b	PLPP2
ppip5k1b	PPIP5K1
apcdd1l	APCDD1L
slc5a8	SLC5A8
vapb	VAPB
pak6b	PAK6
gtf2a2	GTF2A2
pdcd2l	PDCD2L
tmprss5	TMPRSS5
gtf2h2	GTF2H2
gtf2h2	GTF2H2C
ptrhd1	PTRHD1
ewsr1b	EWSR1
banp	BANP
nat16l	NAT16
med14	MED14
fgf23	FGF23
calub	CALU
slain2	SLAIN2
igfals	IGFALS
esyt1a	ESYT1
tas2r200.1	TAS2R4
tas2r200.1	TAS2R1
tas2r200.1	TAS2R39
tas2r200.1	TAS2R60
tas2r200.1	TAS2R38
tas2r200.1	TAS2R5
tas2r200.1	TAS2R16
tas2r200.1	TAS2R40
tas2r200.1	TAS2R41
b4galnt1b	B4GALNT1
as3mt	AS3MT
si:ch211-1f22.6	CD22
tas2r200.2	TAS2R4
tas2r200.2	TAS2R1
tas2r200.2	TAS2R39
tas2r200.2	TAS2R60
tas2r200.2	TAS2R38
tas2r200.2	TAS2R5
tas2r200.2	TAS2R16
tas2r200.2	TAS2R40
tas2r200.2	TAS2R41
slc25a27	SLC25A27
wdr5	WDR5
wdr5	WDR5B
gucd1	GUCD1
slc25a29	SLC25A29
cad	CAD
armh3	ARMH3
abracl	ABRACL
nr1d2b	NR1D2
p2rx7	P2RX7
slc25a47a	SLC25A47
mmp19	MMP19
cpxm1b	CPXM1
rras2	RRAS2
cacna1bb	CACNA1B
dlst	DLST
mfsd12a	MFSD12
casp6b.2	CASP6
galnt8b.1	GALNT8
xkr5b	XKR5
shisa9b	SHISA8
upb1	UPB1
si:ch211-1f22.7	CD22
eva1a	EVA1A
rps15a	RPS15A
slc18a2	SLC18A2
nrbp2a	NRBP2
slc43a3b	SLC43A3
yipf6	YIPF6
ebp	EBP
rad51ap1	RAD51AP1
wdr43	WDR43
syt4	SYT4
cfhl3	F13B
dnai1.1	DNAI1
ppifb	PPIF
mark2b	MARK2
six3b	SIX3
ccdc9	CCDC9
ckmt2b	CKMT2
camta1a	CAMTA1
adamts10	ADAMTS10
ostn	OSTN
si:ch211-152f2.2	CD22
mrpl34	MRPL34
pcsk1	PCSK1
si:dkeyp-19e1.4	KRBOX5
map2k5	MAP2K5
spag9a	SPAG9
cdk2	CDK2
mc5ra	MC5R
tppp2	TPPP2
cox18	COX18
rbmx2	RBMX2
tshz1	TSHZ1
zbtb21	ZBTB21
arhgef15b	ARHGEF15
zswim8	ZSWIM8
ppme1	PPME1
tnni2a.1	TNNI2
aldoca	ALDOC
cthrc1a	CTHRC1
ranbp9	RANBP9
vrk2	VRK2
polr2eb	POLR2E
pnisr	PNISR
rtn4rl2b	RTN4RL2
gmnc	GMNC
selenow2a	MIEN1
si:ch73-173h19.3	EFEMP1
tnni2a.2	TNNI2
plppr3a	PLPPR3
gabrr3b	GABRR3
zbtb37	ZBTB37
fancl	FANCL
sema5ba	SEMA5B
si:ch211-1f22.8	CD22
mrtfbb	MRTFB
atg101	ATG101
utp15	UTP15
ano8a	ANO8
fabp2	FABP2
gpx4a	GPX3
gpx4a	GPX6
gpx4a	GPX5
snrnp25	SNRNP25
stx16	STX16
coq3	COQ3
heca	HECA
hk1	HK1
rad51c	RAD51C
ccnl1a	CCNL1
ascl1a	ASCL3
ascl1a	ASCL2
ascl1a	ASCL1
tnni2a.3	TNNI2
fignl2	FIGNL2
polr3k	POLR3K
ndc80	NDC80
ercc6l	ERCC6L
siah2l	SIAH2
pygl	PYGL
polr2b	POLR2B
cdip1	CDIP1
limk1b	LIMK1
marchf6	MARCHF6
palm1b	PALM
rpl19	RPL19
si:ch211-246m6.5	VWDE
hsp90aa1.2	HSP90AA1
hcfc1a	KLHDC9
rskra	RSKR
kank4	KANK4
tub	TUB
rarab	NR1I3
noa1	NOA1
s1pr1	S1PR1
gpr17	GPR17
b4galnt4b	B4GALNT4
fat3a	FAT3
igfbp7	IGFBP7
spty2d1	SPTY2D1
dock7	DOCK7
ctss2.2	CTSS
ric3a	RIC3
cnnm2b	CNNM2
sc:d0202	ICAM3
abtb2a	ABTB2
lmo1	LMO1
xylt1	XYLT1
agla	AGL
jazf1a	JAZF1
ifitm1	IFITM10
si:ch211-66e2.3	ICAM3
racgap1	RACGAP1
si:dkey-126g1.9	C1orf115
eif4g1a	EIF4G1
si:ch211-66e2.5	ICAM3
foxb1b	FOXB1
chrnb3a	CHRNB3
sms	SMS
nr6a1a	NR6A1
smad3a	SMAD3
txlnba	TXLNB
tle2a	TLE2
tle2a	TLE7
tyk2	TYK2
ppm1da	PPM1D
npepl1	NPEPL1
fezf1	FEZF1
grb10a	GRB10
pdhx	PDHX
anxa11b	ANXA11
mrpl17	MRPL17
meltf	MELTF
bin2a	BIN2
hsp90aa1.1	HSP90AA1
foxp2	FOXP2
ubr3	UBR3
slc25a32a	SLC25A32
znf516	ZNF219
zic2b	ZIC2
rspo2	RSPO2
anapc4	ANAPC4
angptl3	ANGPTL3
si:dkeyp-110c7.4	CBLN3
ctsba	CTSB
ppp1r13bb	PPP1R13B
taf9	TAF9
usp38	USP38
klhl17	KLHL17
usp1	USP1
ncapg	NCAPG
gatad1	GATAD1
erc1a	ERC1
rps6kl1	RPS6KL1
gria1a	GRIA1
sp8b	SP8
sorbs3	SORBS3
ngfra	NGFR
hspb9	HSPB9
psmd11a	PSMD11
prrx1a	PRRX1
mest	MEST
si:dkey-241l7.6	REG3G
si:dkey-241l7.6	REG3A
si:dkey-241l7.6	REG1A
si:dkey-241l7.6	REG1B
ppp1r3aa	PPP1R3A
dph5	DPH5
aldh3a1	ALDH3A2
cttnbp2	CTTNBP2
tdrd9	TDRD9
si:dkey-241l7.5	REG3G
si:dkey-241l7.5	REG3A
si:dkey-241l7.5	REG1A
si:dkey-241l7.5	REG1B
recql	RECQL
yipf5	YIPF5
mdfic	MDFIC
tnni2a.4	TNNI2
nxph3	NXPH3
tax1bp1a	TAX1BP1
psmd4a	PSMD4
si:dkey-241l7.3	REG3G
si:dkey-241l7.3	REG3A
si:dkey-241l7.3	REG1A
si:dkey-241l7.3	REG1B
olfm4.2	OLFM4
pyya	PYY
ctsz	CTSZ
stard8	STARD8
ell2	ELL2
znf687a	ZNF687
si:ch211-152f2.3	CD22
kirrel1b	KIRREL1
apoea	APOE
exosc8	EXOSC8
spns3	SPNS3
kcnb1	KCNB1
slc36a4	SLC36A4
htra1a	HTRA1
ormdl1	ORMDL1
nadka	NADK
inpp5d	INPP5D
si:dkey-241l7.4	REG3G
si:dkey-241l7.4	REG3A
si:dkey-241l7.4	REG1A
si:dkey-241l7.4	REG1B
mpp2a	MPP2
slc30a7	SLC30A7
pms1	PMS1
cdk5r1a	CDK5R1
kifap3b	KIFAP3
pdia5	PDIA5
kctd16b	KCTD16
brsk2b	BRSK2
lctla	LCTL
si:dkey-241l7.2	REG3G
si:dkey-241l7.2	REG3A
si:dkey-241l7.2	REG1A
si:dkey-241l7.2	REG1B
zap70	ZAP70
rnf130	RNF130
smad6a	SMAD6
kdelr2a	KDELR2
tmem145	TMEM145
ptgis	PTGIS
usp16	USP16
glrx	GLRX
si:ch211-1f22.9	CD22
spop	SPOP
eif3i	EIF3I
pdha1a	PDHA2
pdha1a	PDHA1
eya1	EYA1
cited2	CITED2
lrrc40	LRRC40
si:dkey-75b17.1	CCDC150
raver1	RAVER1
rab24	RAB24
map7d2a	MAP7D2
prkcea	PRKCE
aass	AASS
rps6ka3a	RPS6KA3
homezb	HOMEZ
lars1b	LARS1
F2RL3	F2RL3
si:dkey-191c17.2	THTPA
ralgps1	RALGPS1
vezf1a	VEZF1
itfg2	ITFG2
vcam1b	VCAM1
pde4a	PDE4A
plac8l1	PLAC8L1
nmur3	NMUR1
eif1axa	EIF1AY
eif1axa	EIF1AX
gid8a	GID8
oxtrb	OXTR
nemp1	NEMP1
si:ch211-139g16.8	IGSF6
slc17a9a	SLC17A9
mki67	MKI67
itga3a	ITGA3
eif2a	EIF2A
heatr6	HEATR6
ehmt1b	EHMT1
kdm6ba	KDM6B
chrna6	CHRNA6
prkcsh	PRKCSH
olfm4.1	OLFM4
nelfcd	NELFCD
gjb10	GJB4
gjb10	GJB5
serpine1	SERPINE1
cdc14ab	CDC14A
opn1lw1	OPN1LW
opn1lw1	OPN1MW2
opn1lw1	OPN1MW3
opn1lw1	OPN1MW
rps2	RPS2
jakmip1	JAKMIP1
nmbr	NMBR
gjb3	GJB3
crip3	CRIP3
nrip2	NRIP2
wdr20b	WDR20
tespa1	TESPA1
slc22a7b.3	SLC22A7
ca10b	CA10
dnaaf19	DNAAF19
elavl3	ELAVL3
si:ch211-152f2.4	CD22
cideb	CIDEB
smarce1	SMARCE1
wnt8a	WNT8A
rhbdd3	RHBDD3
gpd2	GPD2
mgat2	MGAT2
rps29	RPS29
rims2b	NANOGNB
wnt8a	WNT8A
actr10	ACTR10
gje1a	GJE1
palld	PALLD
mob3a	MOB3A
slc25a10a	SLC25A10
hnf1bb	HNF1B
ehhadh	EHHADH
cyp39a1	CYP39A1
zp2.2	C16orf96
fzd7a	FZD7
klhl42	KLHL42
fgl2b	FGL2
rcan2	RCAN2
rpl23	RPL23
hkdc1	HKDC1
supt20	SUPT20HL1
supt20	SUPT20HL2
supt20	SUPT20H
zp2.3	C16orf96
ift172	IFT172
si:dkey-230p4.1	CEP250
tarbp2	TARBP2
si:zfos-1505d6.3	C16orf96
ndufb10	NDUFB10
mrpl12	MRPL12
igf2bp2a	IGF2BP2
traf4b	TRAF4
opn1lw2	OPN1LW
opn1lw2	OPN1MW2
opn1lw2	OPN1MW3
opn1lw2	OPN1MW
zp2.6	C16orf96
rtca	RTCA
sec22a	SEC22A
bmpr2b	BMPR2
gnas	GNAS
lrrn3a	LRRN3
adgrg6	ADGRG6
immp2l	IMMP2L
ncam1b	NCAM1
hgs	HGS
vta1	VTA1
fer1l6	FER1L6
gaa	GAA
dhrs4	DHRS2
glb1l	GLB1L
nphs1	NPHS1
zp2.1	C16orf96
abcb6b	ABCB6
tinf2	TINF2
zp2.5	C16orf96
gnptab	GNPTAB
gtpbp1	GTPBP1
cdk5r2b	CDK5R2
nsg2	NSG2
nrp2b	NRP2
pcyox1l	PCYOX1L
zgc:66479	GOLIM4
washc3	WASHC3
tra2b	TRA2B
dram1	DRAM1
sgsm3	SGSM3
cwf19l1	CWF19L1
cxcr4b	CXCR4
C9H3orf70	C3orf70
thsd7ba	THSD7B
rsad1	RSAD1
mknk2b	MKNK2
umps	UMPS
igfn1.2	IGSF22
epn3a	EPN3
fev	FEV
rexo1	AEN
sumo3b	SUMO3
adcy5	ADCY5
aldh3a2b	ALDH3A1
aldh3a2b	ALDH1B1
aldh3a2b	ALDH3B1
cryba2b	CRYBA2
cipcb	CIPC
cbr4	CBR4
znf804a	ZNF804A
hce2l2	ASTL
ttll4	TTLL4
prkcbb	PRKCB
kirrel3l	KIRREL2
ptprdb	PTPRD
lrrc7	LRRC7
znf410	ZNF410
gnl3l	GNL3L
carf	CARF
tubb1	TUBB1
gas7a	GAS7
itgav	ITGAV
rcvrna	GUCA1C
rcvrna	HPCAL4
ahcy	AHCY
chmp4ba	CHMP4B
chmp4ba	CHMP4BP1
nup35	NUP35
cacng3b	CACNG3
entpd5b	ENTPD5
igfn1.4	IGSF22
gsg1l2a	GSG1L2
cct6a	CCT6B
zc3h15	ZC3H15
hivep2a	HIVEP2
rnf14	RNF14
prkag3b	PRKAG3
pmp22a	PMP22
chpfa	CHPF
aplp1	APLP1
ankzf1	ANKZF1
cdc42ep4a	CDC42EP4
vtnb	VTN
pak5	PAK5
fam117bb	FAM117B
wnt6b	WNT6
tnrc6a	TNRC6A
igfn1.3	IGSF22
sdk2a	SDK2
asip1	ASIP
tspearb	TSPEAR
abi2a	ABI2
eif2s2	EIF2S2
raph1a	RAPH1
ttyh2l	TTYH2
als2a	ALS2
slc13a2	SLC13A2
clstn2b	CLSTN2
chmp6a	CHMP6
ndufab1b	NDUFAB1
asic4a	ASIC4
cacna1aa	CACNA1A
aatka	AATK
baiap2a	BAIAP2
mpp4a	MPP4
FUT9	FUT9
rpusd1	RPUSD1
FUT9	FUT9
spsb4b	SPSB4
tmem237a	TMEM237
raly	RALY
aig1	AIG1
wnt10a	WNT10A
adat2	ADAT2
rufy1	RUFY1
si:ch211-241f5.3	ADGRE5
reps1	REPS1
ptger1c	PTGER1
igflr1	IGFLR1
slc27a1a	SLC27A1
gabrg2	GABRG2
slco5a1a	SLCO5A1
dctn5	DCTN5
unc119a2	UNC119
si:dkey-210j14.3	ZNF22
si:dkey-210j14.3	ZFP41
tmem150c	TMEM150C
si:ch73-170d6.2	SEPTIN14
si:dkey-210j14.4	ZNF22
si:dkey-210j14.4	ZFP41
gng13b	GNG13
gabra1	GABRA1
pgls	PGLS
C5H2orf42	C2orf42
psen2	PSEN2
gmip	GMIP
hbegfa	HBEGF
lmx1al	LMX1A
traf7	TRAF7
csrnp1b	CSRNP1
atp13a1	ATP13A1
caskin1	CASKIN1
zgc:56106	C11orf58
si:ch73-170d6.4	PLSCR3
si:ch73-170d6.4	PLSCR4
si:ch73-170d6.4	PLSCR2
pbx4	TGIF2LX
pbx4	TGIF2LY
si:ch211-286o17.1	CD34
sh3pxd2b	SH3PXD2B
lpar2a	LPAR2
tia1	TIA1
cyc1	CYC1
magi3b	MAGI3
pet100	PET100
clu	CLU
stxbp2	STXBP2
cpdb	CPD
pxylp1	PXYLP1
xab2	XAB2
cd81b	CD81
stk32a	STK32B
gtf2f1	GTF2F1
dpysl3	DPYSL3
srd5a2a	SRD5A2
alkbh7	ALKBH7
map1aa	MAP1A
notch3	NOTCH3
trpt1	TRPT1
crlf3	CRLF3
ctsf	CTSV
ctsf	CTSL
ctsf	CTSF
psenen	PSENEN
scara3	SCARA3
rdh8a	RDH8
trarg1b	TRARG1
slc22a13b	SLC22A13
cactin	CACTIN
si:dkey-29p10.4	TRIM41
si:dkey-29p10.4	TRIM52
ccl38.1	CCL17
ccl38.1	CCL22
hspb6	HSPB6
proser3	PROSER3
olfm2a	OLFM2
sec31a	SEC31A
romo1	ROMO1
lin37	LIN37
ergic3	ERGIC3
angptl6	ANGPTL6
si:ch73-208g10.1	ICAM3
ppan	PPAN
lrig2	LRIG2
tmem232	TMEM232
ccdc25	CCDC25
p2ry11	P2RY11
mpp3b	MPP3
eif3g	EIF3G
tp53i11b	TP53I11
suz12a	SUZ12
dnmt1	DNMT1
atf3	ATF3
jag1a	NOTCH4
jag1a	JAG2
ccdc92bb	CCDC92B
rab11fip4a	RAB11FIP4
icam3	ICAM3
si:ch211-74m13.1	ICAM3
cluhb	CLUH
jakmip2	JAKMIP2
rhbdf1a	RHBDF1
cd82b	CD82
batf3	BATF3
si:ch211-165i18.2	ENDOD1
nsl1	NSL1
ppp1r3cb	PPP1R3C
mpg	MPG
esco2	ESCO2
nprl3	NPRL3
farsb	FARSB
hbba2	HBE1
hbaa2	HBD
hbaa2	HBB
hbaa2	HBG2
hbaa2	HBG1
ba1l	HBE1
hbaa1	HBD
hbaa1	HBB
hbaa1	HBG2
hbaa1	HBG1
coil	COIL
man2a1	MAN2A1
hbba1	HBE1
si:ch211-5k11.8	HBD
si:ch211-5k11.8	HBB
si:ch211-5k11.8	HBG2
si:ch211-5k11.8	HBG1
stox2b	STOX2
hbbe1.1	HBE1
hbae1.1	HBD
hbae1.1	HBB
hbae1.1	HBG2
hbae1.1	HBG1
hbbe1.2	HBE1
hbae1.2	HBD
hbae1.2	HBB
hbae1.2	HBG2
hbae1.2	HBG1
hbbe1.3	HBE1
hbae1.3	HBD
hbae1.3	HBB
hbae1.3	HBG2
hbae1.3	HBG1
engase	ENGASE
hbae3	HBD
hbae3	HBB
hbae3	HBG2
hbae3	HBG1
scpep1	SCPEP1
kank2	KANK2
p4ha2	P4HA2
dock6	DOCK6
pbk	PBK
mafga	MAFG
ern1	ERN2
hspa4a	HSPA4
zcchc10	ZCCHC10
tex2	TEX2
pigu	PIGU
slc16a3a	SLC16A3
axin2	AXIN2
padi2	PADI1
padi2	PADI3
padi2	PADI4
padi2	PADI6
padi2	PADI2
prkcab	PRKCA
cacng5b	CACNG5
pafah1b1b	PAFAH1B1
aff4	AFF4
shroom1	SHROOM1
scaf4b	SCAF4
si:ch211-189a21.1	CYTH3
cyth3b	CYTH3
csnk1da	CSNK1D
stk19	WHR1
zgc:112148	TVP23B
zgc:112148	TVP23C
amn	AMN
ush1ga	USH1G
otop2	OTOP2
hid1a	HID1
socs3a	SOCS3
cyth1a	CYTH1
rap1gapb	RAP1GAP
ptprt	PTPRT
usp36	USP36
spata45	SPATA45
timp2b	TIMP2
ptprt	PTPRT
dynll2b	DYNLL2
sowahaa	SOWAHA
cant1a	CANT1
flvcr1	FLVCR1
septin8a	SEPTIN8
tmc6a	TMC6
sun2	SUN2
cenpx	CENPX
pycr1a	PYCR2
pycr1a	PYCR1
dus1l	DUS1L
ccni2	CCNI2
tiam1b	TIAM1
snu13a	SNU13
vash2	VASH2
pex7	PEX7
frmd7	FRMD7
slc2a1b	SLC2A1
vwa3a	VWA3A
hey2	HEY2
sdr42e2	SDR42E2
ctrl	CTRL
ctrl	PRSS38
rab21	RAB21
cdr2a	CDR2
phc2b	PHC3
hddc2	HDDC2
si:dkey-238d18.3	CTRL
si:dkey-238d18.3	PRSS38
dhrs7ca	DHRS7C
angel2	ANGEL2
stk26	STK26
ptprr	PTPRR
grik1b	GRIK1
