mt-nd1	mt-Nd1
apol	Apol10a
apol	Apol7a
apol	Apol7c
apol	Apol10b
apol	Apol11b
apol	Apol7e
apol	Apol9b
map1sa	Map1s
asap1b	Asap1
diabloa	Diablo
cdc42se2	Cdc42se2
rhov	Rhov
synj1	Synj1
erbb4a	Erbb4
stac	Stac
eps15l1a	Eps15l1
HS3ST5	Hs3st5
rpl36	Rpl36
ccnb1	Ccnb1
MAP7D1	Map7d1
lonp1	Lonp1
sgcg	Sgcg
galnt12	Galnt12
nup98	Nup98
dnph1	Dnph1
nipal3	Nipal3
mrasa	Mras
dscamb	Dscam
larp1b	Larp1b
CST7	Cst7
tnfa	Lta
EPB41L3	Epb41l3
slc19a3a	Slc19a3
lrp13	Gm19410
fam219aa	Fam219a
cntln	Cntln
prl	Prl2c1
prl	Prl2c5
prl	Prl7d1
prl	Prl6a1
prl	Prl8a1
prl	Prl8a9
prl	Prl7a1
prl	Prl2a1
prl	Prl3b1
prl	Prl5a1
prl	Prl7a2
prl	Prl3d2
prl	Prl8a8
prl	Prl
prl	Prl3d1
prl	Prl2c2
prl	Prl2b1
prl	Prl7c1
prl	Prl8a6
prl	Prl3c1
prl	Prl3a1
prl	Prl3d3
prl	Prl8a2
prl	Prl4a1
prl	Prl7b1
prl	Prl2c3
supv3l1	Supv3l1
rspo3	Rspo3
arl6ip1	Arl6ip1
prkab1a	Prkab1
bcl7bb	Bcl7b
nup85	Nup85
tie1	Tie1
crybg2	Crybg2
matn4	Matn4
sox1a	Sox1
wipf2a	Wipf2
sipa1l1	Sipa1l1
gpr179	Gpr179
tmem174	Tmem174
mapk4	Mapk4
BDKRB2	Bdkrb2
wnk1b	Wnk1
ninj2	Ninj2
fam20ca	Fam20c
trarg1b	Trarg1
ier3ip1	Ier3ip1
abhd18	Abhd18
lye	Spaca4
adcyap1r1a	Adcyap1r1
hdhd2	Hdhd2
slc35f3b	Slc35f3
prorp	Prorp
npffr2b	Npffr2
dok3	Dok1
nars2	Nars2
fam193b	Fam193b
hagh	Hagh
cxcr3.3	Cxcr3
afap1l1b	Afap1l1
epor	Epor
gyg1a	Gyg1
tprg1l	Tprg1l
impact	Impact
ntaq1	Ntaq1
DCDC2	Dcdc2a
lrp12	Lrp12
cxcr5	Cxcr5
gclc	Gclc
oxct1a	Oxct2b
oxct1a	Oxct1
oxct1a	Oxct2a
cnn1b	Cnn1
RAP2A	Rap2a
unm_sa808	Traf2
ap3m1	Ap3m1
dab1b	Dab1
snap47	Snap47
COG5	Cog5
drd1b	Drd1
lzts3b	Lzts3
ddr1	Ddr1
F2RL2	F2rl2
glod5	Glod5
DDIT4L	Ddit4l
TMEM164	Tmem164
cdkn2aip	Cdkn2aip
cdipt	Cdipt
septin8a	Septin8
agps	Agps
b3gnt5b	B3gnt5
PDZRN4	Pdzrn4
kank3	Kank1
klhl41a	Klhl41
b3galt1a	B3galt1
tmeff2a	Tmeff2
ttc21b	Ttc21b
cavin2b	Cavin2
cavin2b	Cavin3
gemin8	Gemin8
cd302	Cd302
lmx1al	Lmx1a
tmem160	Tmem160
pola1	Pola1
flcn	Flcn
xrcc5	Xrcc5
ppp1r3aa	Ppp1r3a
mtmr9	Mtmr9
s1pr2	S1pr2
RS1	Rs1
hic2	Hic2
utp15	Utp15
arl15a	Arl15
MATN2	Matn2
pop1	Pop1
KCNS2	Kcns2
man2b1	Man2b1
pjvk	Gsdmc2
pjvk	Gsdmd
pjvk	Gsdmc4
pjvk	Gsdmc
pjvk	Gsdmc3
pjvk	Gsdma3
pjvk	Gsdma2
pjvk	Gsdma
c23h12orf56	D930020B18Rik
slc12a9	Slc12a9
mef2cb	Mef2c
si:ch73-337l15.1	Tmem8b
col11a1a	Col11a1
rps19bp1	Rps19bp1
nr2f2	Nr2f2
EIF2AK4	Eif2ak4
cdk5r1b	Cdk5r1
nkx6.1	Nkx6-1
dand5	Dand5
hspa8	Hspa8
ufc1	Ufc1
rspo2	Rspo2
cbln20	Cbln3
PKP1	Pkp1
ltc4s	Ltc4s
ttyh3b	Ttyh3
esrrb	Esrrb
camsap1b	Camsap1
alg10	Alg10b
tprkb	Tprkb
crata	Crat
hoxc9a	Hoxc9
jazf1a	Jazf1
ASS1	Ass1
tax1bp1a	Tax1bp1
virma	Virma
PLXDC1	Plxdc1
hoxa3a	Hoxa3
tmem67	Tmem67
FKBP14	Fkbp14
ccnt1	Ccnt1
stat2	Stat2
ola-mir-7	Mir7-2
trim32	Trim32
fzd8a	Fzd8
ap5m1	Ap5m1
tmem163b	Tmem163
crym	Crym
barx1	Barx1
rom1b	Rom1
lingo3a	Lingo4
lingo3a	Lingo3
pum3	Pum3
rnd3a	Rnd3
paf1	Paf1
neurog3	Neurog3
dusp28	Dusp28
atg2a	Atg2a
GPR119	Gpr119
parp6a	Parp6
acp2	Acp2
dnajc4	Dnajc4
lhfpl3	Lhfpl3
zbtb48	Zbtb48
hhipl2	Hhipl2
fam222aa	Fam222a
si:ch211-117k10.3	Zfp352
si:ch211-117k10.3	Klf14
si:ch211-117k10.3	Klf17
cdc40	Cdc40
MAP3K20	Map3k20
trip13	Trip13
igdcc4	Igdcc4
sting1	Sting1
slc27a2a	Acsbg3
slc27a2a	Acsl6
wnt4	Wnt4
tmem18	Tmem18
lyrm7	Lyrm7
nsl1	Nsl1
znf622	Zfp622
tmem64	Tmem64
snx10b	Snx10
tph2	Tph2
TIMM44	Timm44
lcmt1	Lcmt1
cd34	Cd34
cep104	Cep104
rab3il1	Rab3il1
ric8a	Ric8a
tcn2	Tcn2
ank1a	Ank1
SART1	Sart1
lyst	Lyst
tbc1d7	Tbc1d7
fars2	Fars2
dock9b	Dock9
ripply2	Ripply1
crybg1	Crybg1
nphp1	Nphp1
pimr7	Smc5
clpxb	Clpx
gys1	Gys1
zfyve1	Zfyve1
tmem255a	Tmem255a
vps35l	Vps35l
spag8	Spag8
lmnb2	Lmnb2
stim1a	Stim1
COLEC12	Colec12
tm4sf5	Tm4sf5
fis1	Fis1
gtpbp2b	Gtpbp2
ythdf1	Ythdf1
naa38	Naa38
slc7a14b	Slc7a14
GOLGA7	Golga7
rps3a	Rps3a1
ch25h	Ch25h
tspearb	Tspear
dhx32a	Dhx32
CUL7	Cul7
CUL7	Cul9
mrpl14	Mrpl14
crebbpa	Crebbp
lsm3	Lsm3
SAT1	Sat1
thbs1b	Thbs1
lsm6	Lsm6
plp2b	Plp2
plp2b	Plp2rt
hlx1	Hlx
taf1a	Taf1a
nrl	Nrl
pqbp1	Pqbp1
zgc:101716	9130401M01Rik
sacm1la	Sacm1l
tnfsf13b	Tnfsf13b
cfap91	Cfap91
wfdc1	Wfdc1
RNF146	Rnf146
STC2	Stc2
dffa	Dffa
e2f5	E2f5
DUSP13A	Dusp13a
fzd9b	Fzd9
xirp1	Xirp1
ext1c	Extl1
cltca	Cltc
zgc:112163	A130010J15Rik
cabp2a	Cetn2
cabp2a	Calm4
cabp2a	Calm5
cabp2a	Efcab15
pvalb5	Ocm
fabp7b	Fabp7
cap1	Cap1
asl	Asl
folr	Izumo1r
folr	Folr2
folr	Folr1
gfra3	Gfra3
alas2	Alas2
lamtor1	Lamtor1
COX7A2	Cox7a2
yipf4	Yipf4
hars	Hars1
hars	Hars2
gpm6aa	Gpm6a
diras1b	Diras1
ehbp1l1a	Ehbp1l1
egfra	Egfr
syt2a	Syt2
tsr3	Tsr3
slc35g2a	Slc35g2
FAT4	Fat4
pccb	Pccb
mark2b	Mark2
sertad2b	Sertad2
agpat5	Agpat5
angpt2a	Angpt2
pcbp2	Pcbp2
NDE1	Nde1
cetn2	Cetn1
iba57	Iba57
dcun1d5	Dcun1d5
arap3	Arap3
xylt1	Xylt1
5S_rRNA	Gm55645
pgam2	Pgam2
acaa1	Acaa1b
acaa1	Acaa1a
gnl1	Gnl1
bdh2	Bdh2
ankrd39	Ankrd39
mtg1	Mtg1
cops7a	Cops7a
rab18b	Rab18
pak1	Pak1
atp5fa1	Atp5f1a
gfod2	Gfod2
ttc7a	Ttc7
kiaa0232	D5Ertd579e
rfng	Rfng
nr3c1	Nr3c1
ecel1	Ecel1
GRIA2	Gria2
txlnba	Txlnb
npm1a	Npm1
gabrb2a	Gabrb2
tmem150c	Tmem150c
wdtc1	Wdtc1
MINAR1	Minar1
rimbp2a	Rimbp2
tmem54a	Tmem54
pard3ab	Pard3
mir146a	Mir146b
znf512	Zfp512
ncapg	Ncapg
RND1	Rnd1
SCAMP1	Scamp1
gtpbp3	Gtpbp3
lonp2	Lonp2
rack1	Rack1
sp3a	Sp3
rasip1	Rasip1
slc23a2	Slc23a2
gsg1l2b	Gsg1l2
brwd3	Brwd3
zgc:92040	Prodh2
cdk20	Cdk20
edc4	Edc4
klhl5	Klhl5
nutf2	Nutf2-ps1
nutf2	Nutf2
zgc:65811	Cd9
irf4a	Irf4
klf3	Klf3
zfand4	Zfand4
epn1a	Epn1
stk38a	Stk38
zgc:172282	Lrfn3
tbc1d1	Tbc1d1
usp10	Usp10
pgm2	Pgm2
dazap1	Dazap1
otc	Otc
atp13a3	Atp13a3
her6	Hes1
cryba1a	Cryba1
rnf13	Rnf13
znf362a	Zfp362
gsx2	Gsx2
tp53rk	Trp53rka
tp53rk	Trp53rkb
slc27a1a	Slc27a1
brpf3a	Brpf3
gart	Gart
smarcb1b	Smarcb1
fmnl2a	Fmnl2
SCARA5	Scara5
gna15.3	Gna11
gna15.3	Gnat3
gna15.3	Gna15
c8g	C8g
grin2db	Grin2d
tspan12	Tspan12
sec61g	Sec61g
ube2s	Ube2srt
ube2s	Ube2s
slc37a3	Slc37a3
si:ch211-198a12.6	Zfp418
si:ch211-198a12.6	Zfp267
si:ch211-198a12.6	Zfp846
si:ch211-198a12.6	Zfp940
gtf2a2	Gtf2a2
efemp1	Efemp1
lgi1a	Lgi4
lgi1a	Lgi1
lgi1a	Tlr13
lgi1a	Lrg1
lgi1a	Lrrc26
ccm2	Ccm2
KCNA5	Kcna5
CDC37	Cdc37
si:ch211-260e23.7	1600014C10Rik
dact1	Dact1
tnrc6bb.1	Tnrc6b
dgkab	Dgka
arid2	Arid2
zgc:55781	AW209491
exoc1l	Exoc1l
bcl7a	Bcl7a
baiap2l2b	Baiap2l2
abcc12	Abcc12
GABRG3	Gabrg3
nlgn2a	Nlgn2
cfap43	Cfap43
sh3pxd2ab	Sh3pxd2a
ppm1la	Ppm1l
cul4a	Cul4a
stat4	Stat4
tkfc	Tkfc
bivm	Ercc5
bivm	Bivm
cdk1	Cdk1
rcbtb1	Rcbtb1
TAAR1	Taar1
meox2a	Meox2
inpp5d	Inpp5d
rab11fip4b	Rab11fip4
bmp10l	Bmp10
rftn1	Rftn1
blm	Blm
ninj1	Ninj1
RGS6	Rgs6
ntrk3b	Ntrk3
rad17	Rad17
ins	Ins1
ins	Ins2
lrch3	Lrch3
cep164	Cep164
tspan3a	Tspan3
bsnb	Bsn
mad1l1	Mad1l1
STAC2	Stac2
b4galt7	B4galt7
cplx3b	Cplx3
mybpha	Mybph
col9a2	Col9a2
phf20a	Phf20
TPM1	Tpm1
NEK9	Nek9
has2	Has2
scp3	Gm21861
scp3	Gm28961
scp3	Gm21858
scp3	Gm29564
scp3	Gm14692
scp3	1700013H16Rik
scp3	Gm21258
scp3	Gm21095
scp3	Gm10147
scp3	Xlr5c
scp3	Gm773
scp3	Gm20814
scp3	Gm20870
scp3	Gm20894
scp3	Xlr4b
scp3	Sycp3
scp3	Gm57478
scp3	Gm35134
scp3	Gm30737
scp3	Gm28490
scp3	Gm21294
scp3	Gm10487
scp3	Gm20896
scp3	Gm1140
scp3	Gm29276
scp3	Gm20929
scp3	Gm28510
scp3	Xlr5a
scp3	Gm14632
scp3	Gm21760
scp3	Gm29866
scp3	Gm21209
scp3	Xlr3a
scp3	Sly
scp3	Gm28919
scp3	Gm4297
scp3	Gm20736
scp3	Gm31571
scp3	Gm5168
scp3	Gm20824
scp3	Gm28897
scp3	Gm21117
scp3	Gm14819
scp3	Gm10096
scp3	Gm29554
scp3	Gm20837
scp3	Gm21650
scp3	Gm10488
scp3	Gm2030
scp3	Gm21173
scp3	Gm21366
scp3	Gm16405
scp3	Gm28553
scp3	Xlr
scp3	Gm1993
scp3	Gm20835
scp3	Xlr4c
scp3	Gm20869
scp3	Gm21256
scp3	Gm21518
scp3	Gm21477
scp3	Gm5935
scp3	Gm21865
scp3	Gm21488
scp3	Gm16430
scp3	Gm20838
scp3	Gm20820
scp3	Gm20903
scp3	Gm28998
scp3	Gm20890
scp3	Gm21094
scp3	Gm28102
scp3	Xlr4a
scp3	Xlr3c
scp3	Gm28891
scp3	Gm28827
scp3	Gm20792
scp3	Gm5169
scp3	Gm29110
scp3	Gm20937
scp3	Slxl1
scp3	Gm20897
scp3	Gm5934
scp3	Gm20905
scp3	Gm4836
scp3	Gm20920
scp3	Gm14525
scp3	Gm20883
scp3	Gm20843
scp3	Gm21317
scp3	Gm21739
scp3	Gm21627
scp3	Xlr3b
scp3	Xlr5b
scp3	Gm20931
scp3	3830403N18Rik
scp3	Gm6121
scp3	Gm20888
scp3	Gm20850
scp3	Gm10486
scp3	Gm20855
scp3	Gm28576
scp3	Gm21409
scp3	Gm21497
scp3	Gm20911
scp3	Gm20817
scp3	Gm20916
scp3	Gm29582
scp3	Gm10058
scp3	Gm2012
scp3	Gm20908
scp3	Gm21996
scp3	Gm28870
scp3	Slx
scp3	Gm10230
scp3	Gm20906
ice2	Ice2
bicc1a	Bicc1
klf15	Klf15
aarsd1	Aarsd1
arhgap23a	Arhgap23
mief2	Mief2
RPL27A	Rpl27a
npvf	Npvf
adamts15b	Adamts15
rftn1a	Rftn1
stx17	Stx17
tulp4a	Tulp4
sec61b	Sec61b
tctn1	Tctn1
SLC6A19	Slc6a19
MYL3	Myl3
MYL3	Myl4
faap100	Faap100
fn1b	Fn1
tcf3a	Tcf3
gpr20	Gpr20
fbln2	Fbln2
hdac11	Hdac11
si:ch1073-111c8.3	Samd4b
tulp3	Tulp3
kif21a	Kif21a
rnf214	Rnf214
sh3pxd2aa	Sh3pxd2a
btg4	Btg4
nectin1a	Nectin1
ruvbl1	Ruvbl1
gpr34b	Gpr34
si:ch211-259g3.4	Bltp2
lrrfip2	Lrrfip2
ganc	Ganc
dctd	Dctd
si:dkey-160o24.3	B3gnt6
neurl2	Neurl2
trmt5	Trmt5
ATE1	Ate1
colgalt2b	Colgalt2
stmn2b	Stmn2
acot8	Acot8
PIK3R3	Pik3r3
rhbdd3	Rhbdd3
klc1b	Klc3
klc1b	Klc4
ercc4	Ercc4
HNMT	Hnmt
ltn1	Ltn1
anapc11	Anapc11
si:ch211-74f19.2	Adissp
dtwd1	Dtwd1
sfxn2	Sfxn2
ppp6r3	Ppp6r3
klf11b	Klf11
wdr55	Wdr55
btd	Btd
tpte	Tpte
pdcl	Pdcl
pik3c2b	Pik3c2b
acsl1b	Acsl1
grik1a	Grik1
mylz3	Myl1
heatr5b	Heatr5b
nkap	Nkapl
ARPP19	Arpp19
spata17	Spata17
kera	Kera
fnbp1l	Fnbp1l
glra4a	Glra4
abcc8	Abcc8
trappc4	Trappc4
gtf2h3	Gtf2h3
snd1	Snd1
mars2	Mars2
ankrd6b	Ankrd6
ube2g2	Ube2g2
vps37bb	Vps37b
znf644a	Zfp644
ntng1b	Ntng1
dolpp1	Dolpp1
mapk12a	Mapk12
edc3	Edc3
stxbp3	Stxbp3
mrps9	Mrps9
lrrc42	Lrrc42
tmem59	Tmem59
tmtc3	Tmtc3
tbxas1	Tbxas1
cldn1	Cldn1
magixb	Magix
rassf9	Rassf9
adap2	Adap2
pgd	Pgd
SNORA62	Gm55131
SNORA62	Gm24044
gpr45	Gpr45
cds2	Cds2
vav2	Vav2
ndufv2	Ndufv2
ZBTB38	Zbtb38
cubn	Cubn
chst1	Chst1
capn9	Capn9
zgc:65873	2410004B18Rik
angpt1	Angpt1
c1ql3a	C1ql3
lrtm2a	Lrtm2
fbxo3	Fbxo3
myom2b	Myom2
nog1	Nog
zbtb47b	Zbtb47
csmd3a	Csmd3
bri3	Bri3
mir145	Mir145a
meak7	Meak7
naa60	Naa60
pdf	Pdf
TAFA1	Tafa1
lrrc51	Lrrc51
fosab	Fos
FBXL14	Fbxl14
nherf1a	Nherf1
fbxl3b	Fbxl21
cdk10	Cdk10
egf	Egf
unc5da	Unc5d
kazna	Kazn
pkp2	Pkp2
aldh9a1b	Aldh3a1
aldh9a1b	Aldh1b1
aldh9a1b	Aldh3b1
aldh9a1b	Aldh9a1
gjb1b	Gjb1
cldn23.1	Cldn23
desmb	Des
aff4	Aff4
ciao2b	Ciao2b
denr	Denr
mknk2b	Mknk2
ctsd	Ctsd
alkbh1	Alkbh1
cd226	Cd226
sirt3	Sirt3
SRC	Src
abtb2a	Abtb2
pld3	Pld3
sema5ba	Sema5b
st3gal2	St3gal2
kcnj16	Kcnj16
gfpt2	Gfpt2
RNF11	Rnf11
slc48a1b	Slc48a1
gapvd1	Gapvd1
rhbdd1	Rhbdd1
dad1	Dad1
tyrp1a	Tyrp1
arl5a	Arl5a
psmc2	Psmc2
cetn3	Cetn3
tspan10	Tspan10
sf3a1	Sf3a1
hyal3	Hyal3
aatka	Aatk
dennd4b	Dennd4b
nop53	Nop53
dnajc16l	Dnajc16
rnf11b	Rnf11
tead3b	Tead3
MPDZ	Mpdz
mgll	Mgll
nat14	Nat14
zgc:171482	Krcc1
IDE	Ide
tnnt2b	Tnnt2
COL14A1	Col14a1
cpeb3	Cpeb3
nif3l1	Nif3l1
ddx47	Ddx47
wdr26b	Wdr26
pole4	Pole4
mettl8	Mettl8
slco1c1	Slco1c1
scarf1	Scarf1
bag4	Bag4
galnt18b	Galnt18
dennd2b	Dennd2b
KCNN1	Kcnn1
hepacama	Hepacam
sema5bb	Sema5b
mlf1	Mlf1
tnfaip6	Tnfaip6
fam189a1	Entrep2
rprma	Rprm
gnb1b	Gnb1
smarcal1	Smarcal1
snrpa	Snrpa
slc9a5	Slc9a5
abhd17b	Abhd17b
lysmd3	Lysmd3
MAPKAPK2	Mapkapk2
C11orf98	1810009A15Rik
myofl	Myof
cc2d2a	Cc2d2a
cacna1ab	Cacna1a
rangap1a	Rangap1
dhx35	Dhx35
top3a	Top3a
cacng2	Cacng2
tfr1b	Tfrc
ddx11	Ddx11
inavab	Inava
TMPRSS6	Tmprss6
avpr1ab	Avpr1a
aire	Aire
spint1a	Wfdc8
spint1a	Spint1
spint1a	Eppin
spint1a	Wfdc6a
spint1a	Wfdc6b
spint1a	Spint4
spint1a	Lrp11
mrps14	Mrps14
mus81	Mus81
synm	Synm
gfra2b	Gfra2
zgc:110366	Akr1b8
zgc:110366	Akr1b10
zgc:110366	Akr1b7
zgc:110366	Akr1c13
zgc:110366	Akr1c12
zgc:110366	Akr1c19
gramd1a	Gramd1a
hm13	H13
arl6ip6	Arl6ip6
lrrc23	Lrrc23
prkag3a	Prkag3
atg16l2	Atg16l2
ALG11	Alg11
ckmt1	Ckmt1
pyroxd1	Pyroxd1
eif3ea	Eif3e
vcp	Vcp
gga3a	Gga3
pex5la	Pex5l
rab14	Rab14
map6b	Map6
si:ch211-63p21.2	Fhod3
tab3	Tab3
larp6a	Larp6
lrrc49	Lrrc49
adgrb2	Adgrb2
llgl2	Llgl2
glra1	Glra1
mindy4	Mindy4
atf5b	Atf5
pfkfb4b	Pfkfb4
glod4	Glod4
mmab	Mmab
aatf	Aatf
pmp22b	Pmp22
rpl30	Rpl30
sec14l8	Sec14l4
sec14l8	Sec14l3
slc47a1	Slc47a1
slc47a1	Slc47a2
perp	Perp
gnb5b	Gnb5
pigg	Pigg
tpp1	Tpp1
si:dkeyp-86f7.4	Rnf128
armc2	Armc2
hbbe2	Hbb-y
prlh2r	Prlhr
abcb11b	Abcb11
zbtb16a	Zbtb16
vwa7	Vwa7
acat2	Acat3
acat2	Acat2
JAGN1	Jagn1
gtpbp4	Gtpbp4
rap1gap2a	Rap1gap2
nufip1	Nufip1
rab3b	Rab3b
prelid1b	Prelid1
tinf2	Tinf2
ppp4cb	Ppp4c
rgs13b	Rgs13
gramd2aa	Gramd2a
arhgap39	Arhgap39
osbpl5	Osbpl5
cpne4b	Cpne4
gfra1a	Gfra1
adra2a	Adra2a
rab3aa	Rab3a
kcnk5b	Kcnk5
mob2a	Mob2
igfbp2a	Igfbp2
mlxip	Mlxip
cfap45	Cfap45
abitram	Abitram
drd4a	Drd4
ccdc34	Ccdc34
mipepa	Mipep
obsl1a	Obsl1
smim20	Smim20
en2a	En2
unc5b	Unc5b
grxcr1a	Grxcr1
slc35d1a	Slc35d1
lrrtm4l1	Lrrtm4
sh3bp5lb	Sh3bp5l
daw1	Daw1
FOXN2	Foxn2
dnpep	Dnpep
bmp10	Bmp10
si:ch73-390b10.2	Gpr89
arhgap25	Arhgap25
gtf2a1l	Gtf2a1l
saysd1	Saysd1
afap1	Afap1
btg3	Btg3
tmem182a	Tmem182
bnip1a	Bnip1
KCNK16	Kcnk16
rpa3	Rpa3
apip	Apip
pih1d1	Pih1d1
slc35c1	Slc35c1
pi4k2b	Pi4k2b
aspn	Aspn
erlec1	Erlec1
DLEC1	Dlec1
tbx1	Tbx1
grin2ca	Grin2c
C14orf132	D430019H16Rik
DRD5	Drd5
kcnk13b	Kcnk13
mpped2a	Mpped2
znf276	Zfp276
zgc:162472	Bdp1
tppp2	Tppp2
gab2	Gab2
ola-mir-23b	Mir23b
tmem170b	Tmem170b
ccdc189	Cfap119
ak4	Ak4
ice1	Ice1
FLOT2	Flot2
CDYL2	Cdyl2
znhit3	Znhit3
eda	Eda
tnika	Tnik
dusp4	Dusp4
fgf3	Fgf3
dhx34	Dhx34
tas1r2a	Tas1r2
map3k12	Map3k12
myh11a	Myh11
vrk2	Vrk2
TMC7	Tmc7
gng3	Gng3
ppp1cbl	Ppp1cb
mcoln1b	Mcoln1
neurod1	Neurod1
rnf165b	Ark2c
lars1b	Lars1
gnao1b	Gnao1
pdcb	Pdc
nmrk1	Nmrk1
trim23	Trim23
lpcat3	Lpcat3
CFAP61	Cfap61
HOOK3	Hook3
HOOK2	Hook2
lrrc18a	Lrrc18
tram1	Tram1l1
tram1	Tram1
taf5	Taf5
nmbr	Nmbr
cdh11	Cdh11
TMEM158	Tmem158
tfam	Tfam
ccng1	Ccng1
hoxD4b	Hoxa4
sumo1	Sumo1
PCDHAC2	Pcdhac2
acer1	Acer1
stk24a	Stk24
bub1	Bub1
tent5ba	Tent5b
FAM237A	Fam237a
acbd6	Acbd6
plekhg6	Plekhg6
adamts10	Adamts10
tbx2a	Tbx2
mfsd8l2	Mfsd10
nppcl	Nppc
c1qtnf2	C1qtnf2
snapc2	Snapc2
pik3ca	Pik3ca
ing4	Ing4
tcf12	Tcf12
COMMD10	Commd10
pnpla7a	Pnpla7
apbb2b	Apbb2
ptk2bb	Ptk2b
kri1	Kri1
alox12	Alox12
ccr10	Ccr10
wdr18	Wdr18
plaub	Prss45
ksr1a	Ksr1
l3mbtl1a	L3mbtl1
rap1gapl	Rap1gap2
calhm5.1	Calhm5
krt94	Krt19
prkcbp1l	Zmynd8
angptl2b	Angptl2
si:ch73-181d5.4	Dido1
znf16l	Zfp422
znf16l	Zfp41
vkorc1	Vkorc1
sltm	Sltm
sec24d	Sec24d
selenok	Selenok
bptf	Bptf
PPHLN1	Pphln1
tsen15	Tsen15
SCAF8	Scaf8
cdc27	Cdc27
phax	Phax
hpse2	Hpse2
nanp	Nanp
spata18	Spata18
ddx5	Ddx5
cttn	Cttn
snord47.2	Snord47
acap3b	Acap3
slc8a1a	Slc8a1
ccdc157	Ccdc157
mycbp	Mycbp
kmo	Kmo
camk2n1	Camk2n1
cdab	Cda
tmem63a	Tmem63a
atxn1l	Atxn1l
aldoab	Aldoart2
aldoab	Aldoart1
aldoab	Aldoa
cdkn2c	Cdkn2c
nell2a	Nell2
mrps24	Mrps24
necab2	Necab2
sirt2	Sirt2
rfc1	Rfc1
dmrta2	Dmrta2
pgam1b	Pgam1
kcnv1	Kcnv1
wdr6	Wdr6
tpx2	Tpx2
foxp3b	Foxp3
rorb	Rorb
ddx59	Ddx59
DPYSL2	Dpysl2
tub	Tub
ccdc124	Ccdc124
BAZ2B	Baz2b
kdr	Kdr
ogg1	Ogg1
QRICH1	Qrich1
pgap3	Pgap3
dyrk1b	Dyrk1b
fbxo7	Fbxo7
dip2a	Dip2a
xpot	Xpot
angptl6	Angptl6
cyp11c1	Cyp11b2
cyp11c1	Cyp11b1
slc5a1	Slc5a1
pax2a	Pax2
fam76b	Fam76b
ARHGEF26	Arhgef26
ndnf	Ndnf
aqp3a	Aqp3
erbb4b	Erbb4
mphosph10	Mphosph10
dpep1	Dpep1
ngdn	Ngdn
prpf6	Prpf6
usp25	Usp25
rab5if	Rab5if
cdc20	Cdc20
rnf152	Rnf152
med27	Med27
c2cd5	C2cd5
5S_rRNA	Gm54615
olfml3b	Olfml3
NDUFS1	Ndufs1
mettl21e	Mettl21e
dpm3	Dpm3
pla2g6	Pla2g6
srcin1a	Srcin1
tcf7l1a	Tcf7l1
mlx	Mlx
osgin2	Osgin2
dcaf13	Dcaf13
rcan1b	Rcan1
mms22l	Mms22l
parlb	Parl
helq	Helq
prss35	Prss35
znf598	Zfp598
ibtk	Ibtk
fastkd2	Fastkd2
rffl	Rffl
g6pc1a.2	G6pc1
tmem25	Tmem25
tdg	Tdg
rpf2	Rpf2
slc16a10	Slc16a10
trim9	Trim9
tcea2	Tcea2
capn10	Capn10
pcdh12	Pcdh12
zyg11	Zyg11b
zyg11	Zyg11a
pax8	Pax8
c2cd4a	C2cd4b
c2cd4a	C2cd4a
tril	Tril
spina	Spin2h
spina	Gm21394
spina	Spin2f
spina	Gm20826
spina	Gm20777
spina	Gm21812
spina	Gm20815
spina	Gm20822
spina	Gm20816
spina	Spin2-ps2
spina	Gm21719
spina	Gm20823
spina	Gm20821
spina	Gm20865
spina	Gm20807
spina	Spin2g
spina	Spin2c
spina	Spin4
spina	Gm21943
spina	Spin2-ps8
spina	Spin2i
spina	Spin1
spina	Gm29049
spina	Gm21874
spina	Spin2j
spina	Gm20830
spina	Gm20773
spina	Gm28171
spina	Gm20772
spina	Gm20737
spina	Gm46683
spina	Gm21425
spina	Gm20917
spina	Gm20795
spina	Gm20747
spina	Gm20834
spina	Spin2d
spina	Gm20867
spina	Gm20828
spina	Gm21778
spina	Ssty1
spina	Gm21854
spina	Spin2e
spina	Gm20825
spina	Gm20914
spina	Spin2-ps9
spina	Gm20809
spina	Spin2-ps10
spina	Gm21440
spina	Gm21118
spina	Gm20812
spina	Spin2-ps4
spina	Gm21310
spina	Spin2-ps7
spina	Gm20854
spina	Gm20909
spina	Gm21244
spina	Spin2-ps1
spina	Gm20806
spina	Gm20831
spina	Gm21454
spina	Ssty2
spina	Gm29424
spina	Gm20873
spina	Gm21721
spina	Gm20918
spina	Gm21292
spina	Gm20852
spina	Gm20877
spina	Gm20924
spina	Gm14332
spina	Gm20738
si:ch211-253b8.5	Dbndd2
rad54b	Rad54b
cygb1	Cygb
cib2	Cib2
ppil6	Ppil6
slc25a21	Slc25a21
st8sia3	St8sia3
babam2	Babam2
fosl2	Fosl2
rnf141	Rnf141
MOCOS	Mocos
slc45a4b	Slc45a4
wdr35	Wdr35
phf2	Phf2
PLPP7	Plpp7
arhgef25a	Arhgef25
rab11fip5a	Rab11fip5
txnl1	Txnl1
kcnq5b	Kcnq5
glrx3	Glrx3
sorbs1	Sorbs1
sall4	Sall4
map3k8	Map3k8
si:dkey-17e16.9	Aloxe3
sptlc1	Sptlc1
bcas3	Bcas3
auh	Auh
ccdc85b	Ccdc85b
fam3a	Fam3a
cd2bp2	Cd2bp2
usp8	Usp8
paqr4a	Paqr4
mmp13b	Mmp12
