marchf1	36951
sema5a	SEMA5A
sema5ba	SEMA5B
LOC107373640	SEMA5B
sema6a	SEMA6A
sema6bb	SEMA6B
LOC107384130	SEMA6B
LOC107394453	SEMA6C
sema6d	SEMA6D
sema6cb	SEMA6C
sema7a	SEMA7A
senp1	SENP1
senp2	SENP2
LOC107392895	SENP5
LOC107396789	SENP5
LOC107389751	SENP7
senp8	SENP8
sephs1	SEPHS1
selenon	SELENON
sepsecs	MTTP
septin8a	39692
septin8	39692
septin9b	40057
septin9a	40057
serac1	SERAC1
serbp1a	SERBP1
serbp1b	SERBP1
sergef	SERGEF
serhl	SERHL2
serinc1	SERINC1
serinc2	SERINC2
serinc2l	SERINC2
si:ch73-267c23.10	SERINC3
serinc4	SERINC4
LOC107379924,serp2	SERP2
serpina10b	SERPINA10
serpina10a	SERPINA10
serpinc1	SERPINC1
serpind1	SERPIND1
serpine2	SERPINE2
serpine3	SERPINE3
serpinf1	SERPINF1
serpinf2b	SERPINF2
serping1	SERPING1
serpinh1b	SERPINH1
serpini1	SERPINI1
sertad2b	SERTAD2
sertad4	SERTAD4
LOC107386912	SERTM1
sesn1	SESN1
sestd1	SESTD1
LOC107386041	SETSIP
LOC107375003	SETSIP
setbp1	SETBP1
setd1a	SETD1B
setd1ba	SETD1B
setd2	SETD2
setd3	SETD3
setd4	SETD4
setd5	SETD5
setd6	SETD6
setd7	SETD7
kmt5aa	KMT5A
kmt5ab	KMT5A
setd9	SETD9
setdb1b	SETDB1
setdb2	SETDB2
setmar	SETMAR
LOC107386594	SEZ6
LOC107395585	SEZ6L
sez6l2	SEZ6L
sf1	SF1
sf3a1	SF3A1
sf3a2	SF3A2
sf3a3	SF3A3
sf3b1	SF3B1
sf3b6	SF3B6
sf3b3	SF3B3
sf3b4	SF3B4
sfi1	SFI1
sfmbt1	SFMBT2
sfmbt2	SFMBT2
sfpq	SFPQ
sfr1	SFR1
sfrp2	SFRP2
sfrp5	SFRP5
sfswap	SF3A1
sft2d1	SFT2D1
LOC107384584,sft2d2a	SFT2D2
LOC107372931	SFTPB
sftpbb	SFTPB
sfxn2	SFXN2
LOC107375232,sfxn3	SFXN3
sfxn4	SFXN4
sfxn5b	SFXN5
sgca	SGCA
sgcb	SGCB
sgcd	SGCD
sgce	SGCE
sgcg	SGCG
sgip1b	FCHO2
sgip1a	SGIP1
sgk1	SGK1
sgk2a	SGK2
sgk2b	SGK1
sgk3	SGK3
rskrb	SGK494
sgms1a	SGMS1
sgms2a	SGMS2
sgms2b	SGMS2
sgo1	SGO1
sgpl1	SGPL1
sgpp1b	SGPP1
sgpp1a	SGPP1
sgpp2	SGPP2
sgsh	SGSH
sgsm1b	SGSM1
sgsm1a	SGSM1
sgsm3	SGSM3
sgtb	SGTB
sugt1	SUGT1
sh2b1	SH2B2
LOC107380250	SH2B2
sh2b3	SH2B3
sh2d1ab	SH2D1A
LOC107374137	SH2D1B
sh2d3ca	BCAR3
LOC107386036	BCAR3
sh2d5	SH2D5
si:dkeyp-117b11.1	SH2D6
LOC107381537	SH2D7
LOC107388751	SH2D7
sh3bgr	SH3BGR
sh3bgrl	SH3BGRL
sh3bgrl2	SH3BGRL2
sh3bgrl3	SH3BGRL3
sh3bp1	SH3BP1
sh3bp2	SH3BP2
LOC107389529	SH3BP4
sh3bp4a	SH3BP4
sh3bp5a	SH3BP5
sh3bp5b	SH3BP5
sh3bp5la	SH3BP5
sh3d19	SH3D19
LOC107384132	SH3GL1
sh3gl2a	SH3GL2
LOC107376849	SH3GL2
sh3gl3b	SH3GL3
sh3glb1a	SH3GLB2
sh3glb2a	SH3GLB2
sh3glb2b	SH3GLB2
sh3kbp1	SH3KBP1
sh3pxd2aa	SH3PXD2A
sh3pxd2b	SH3PXD2B
sh3rf1	SH3RF3
sh3rf2	SH3RF2
LOC107390142	SH3RF3
sh3tc2	SH3TC2
sh3yl1	SH3YL1
LOC107388081	SHANK2
shank3a	SHANK2
shank3b	SHANK2
shrprbck1r	SHARPIN
shbg	SHBG
shc1	SHC1
shc2	SHC2
shc3	SHC3
LOC107381724	SHC4
shcbp1	SHCBP1
shda	SHD
shdb	SHD
she	SHF
LOC107394656	SHF
LOC107381282	SHF
shha	SHH
LOC107382859	SHISA2
shisa3	SHISA3
shisa4	SHISA4
LOC107385302	SHISA4
shisa7b	SHISA7
LOC107379560	SHISA7
LOC107376384	SHISA8
shisa9a	SHISA9
shisa9b	SHISA9
shkbp1	SHKBP1
shmt1	SHMT1
shmt2	SHMT2
shoc2	SHOC2
shox	SHOX
shox2	SHOX2
shpk	SHPK
shprh	SHPRH
shq1	SHQ1
shroom1	SHROOM1
shroom2a	SHROOM2
shroom2b	SHROOM2
shroom3	SHROOM3
shroom4	SHROOM4
sharpin	SHARPIN
si:ch1073-143l10.2	ATG16L1
smim22	SMIM22
LOC107372398	PSIP1
znf469	ZNF469
LOC107381736	THAP12
LOC107383337	TRMT1L
si:ch211-12e13.12	PALM2
LOC107395309	ENDOD1
si:ch211-140m22.7	ATP5J
LOC107372939	NECTIN3
si:ch211-148l7.4	ZBTB40
gprin3a	GPRIN3
cracdla	KIAA1211L
LOC107391474	MAGIX
LOC139062150	ACCS
prr36a	PRR36
plb1	PLB1
si:ch211-149k23.9	GSG1L
LOC107394841	GSG1L
LOC107383020	THAP12
LOC129157032	THAP12
LOC129154866	ZNF594
LOC107372936,LOC107374398	ZNF180
LOC107372763	SSX2IP
LOC107383030	SIGLEC1
LOC107390499	MAGIX
ces2b	CES3
LOC107376755	CCDC141
LOC139062609	RAMP2
LOC107396253	PGBD4
LOC139069624	RNF213
LOC107380457	CLEC17A
LOC107394390	NPTX2
LOC107396149	ACCS
LOC107395171	COX17
LOC139072101	DUSP10
LOC139069771	THAP1
LOC107374474	KMT5A
LOC107386624	ZNF594
LOC107390976	KRT76
LOC107379711	NPTX1
rp1l1b	RP1L1
LOC139070006	HMGXB3
LOC107389728	SIGLEC1
LOC107390657	RP11-293I14.2
sona	SON
si:dkey-71d15.2	SH3KBP1
si:dkey-75a21.2	C9orf64
LOC107394480	ZNF594
LOC107390320	ZNF180
LOC107394507	TRMT1L
LOC107373391	ZNF862
LOC129165300	ZNF692
LOC107391653	ZNF692
LOC107384074	AKNAD1
si:dkeyp-72h1.1	LBH
siae	SIAE
siah1	SIAH1
st8sia1	ST8SIA1
LOC107390517	HSPG2
sidt2	SIDT2
sigirr	SIGIRR
si:dkey-11p23.7	SIGLEC15
sigmar1	SIGMAR1
sik1	CH507-42P11.8
sik2b	SIK2
sik3	SIK3
sike1	SIKE1
sil1	SIL1
LOC107377649	SIM1
simc1	SIMC1
sin3aa	SIN3A
LOC107381785	SIN3A
sin3b	SIN3B
LOC107372477	NAXD
sipa1	SIPA1L2
sipa1l1	SIPA1L1
LOC107392432	SIPA1L1
sipa1l2	SIPA1L2
sipa1l3	SIPA1L3
sirt1	SIRT1
sirt2	SIRT2
sirt3	SIRT3
sirt4	SIRT3
LOC107383913	SIRT5
sirt6	SIRT7
sirt7	SIRT7
siva1	SIVA1
six1a	SIX1
six2a	SIX2
six3a	SIX3
six5	SIX5
six4a	SIX4
six6a	SIX6
ska1	SKA1
ska3	SKA3
skap1	SKAP1
LOC107376598	ACAP3
skia	SKI
skib	SKI
skila	SKIL
skic2	SKIV2L2
mtrex	SKIV2L2
skor1b	SKOR1
skor1a	SKOR1
skor2	SKOR2
skp1	CTD-2410N18.5
skp2	SKP2
sla1a	SLA
sla2a	SLA2
slain1a	SLAIN1
slain1b	SLAIN1
slain2	SLAIN2
slbp	SLBP
LOC107392436	SLC10A1
slc10a1	SLC10A1
slc10a2	SLC10A2
slc10a3	SLC10A3
slc10a4	SLC10A4
slc10a7	SLC10A7
slc11a2	SLC11A2
slc12a1	SLC12A1
slc12a2	SLC12A2
slc12a2l	SLC12A2
slc12a3	SLC12A3
slc12a4	SLC12A4
slc12a5a	SLC12A5
slc12a5b	SLC12A5
LOC107376981	SLC12A4
LOC107384198	SLC12A7
slc12a8	SLC12A8
slc12a9	SLC12A9
slc13a1	SLC13A1
slc13a2	SLC13A2
slc13a3	SLC13A3
slc13a4	SLC13A1
slc13a5b	SLC13A5
slc14a2	SLC14A1
LOC107380967	SLC15A1
slc15a1a	SLC15A1
slc15a2	SLC15A2
slc15a4	SLC15A4
slc15a5	SLC15A5
LOC107390372	SLC16A1
slc16a1a	SLC16A1
slc16a10	SLC16A10
LOC107375879	SLC16A12
slc16a12b	SLC16A12
slc16a13	SLC16A13
slc16a2	SLC16A2
slc16a3a	SLC16A3
slc16a4	SLC16A4
slc16a5a	SLC16A5
slc16a6b	SLC16A6
LOC107381814	SLC16A7
LOC107375955	SLC16A9
slc17a5	SLC17A5
slc17a6b	SLC17A8
slc17a7a	SLC17A8
LOC107388083	SLC17A8
slc17a8	SLC17A8
LOC107391202	SLC17A9
slc17a9b	SLC17A9
slc18a2	SLC18A2
slc18a3a	SLC18A3
slc18b1	SLC18B1
slc19a2	SLC19A2
slc19a3a	SLC19A3
LOC129163671,LOC129164873	SLC1A1
slc1a1	SLC1A1
LOC107387867	SLC1A1
LOC107381801	SLC1A2
slc1a2b	SLC1A2
slc1a4	SLC1A4
slc1a5	SLC1A5
slc1a6	SLC1A6
LOC107383594	SLC1A6
slc1a7b	SLC1A7
slc1a7a	SLC1A7
slc1a9	SLC1A2
slc20a1a	SLC20A1
slc20a1b	SLC20A1
slc20a2	SLC20A2
LOC107382816	SLC22A13
LOC107382817	SLC22A13
slc22a16	SLC22A16
slc22a17	SLC22A17
slc22a18	SLC22A18
LOC107383925	SLC22A23
LOC107393056	SLC22A23
slc22a5	SLC22A4
slc22a6l	SLC22A7
LOC139070402	SLC22A7
LOC139070400	SLC22A7
slc22a7a	SLC22A7
LOC139070401	SLC22A7
slc23a1	SLC23A2
slc23a2	SLC23A2
slc24a1	SLC24A1
LOC107381833	SLC24A1
LOC107377079	SLC24A2
slc24a2	SLC24A2
LOC107394386	SLC24A3
slc24a4b	SLC24A4
slc24a5	SLC24A5
slc25a14	SLC25A14
slc25a15a	SLC25A2
slc25a15b	SLC25A2
slc25a16	ALOX5
slc25a18	SLC25A18
slc25a19	SLC25A19
slc25a20	SLC25A20
slc25a24	SLC25A24
LOC107384082	SLC25A24
slc25a25a	SLC25A25
slc25a25b	SLC25A25
slc25a26	SLC25A26
slc25a28	SLC25A28
LOC139070695	SLC25A28
LOC107378071	SLC25A29
slc25a29l	SLC25A29
slc25a3a	SLC25A3
LOC107384301	SLC25A30
slc25a32b	SLC25A32
slc25a33	SLC25A33
slc25a36a	SLC25A36
slc25a37	SLC25A37
LOC107376220	SLC25A38
slc25a39	SLC25A39
slc25a4	SLC25A4
slc25a40	SLC25A40
slc25a42	SLC25A42
slc25a43	SLC25A43
slc25a44a	SLC25A44
slc25a44b	SLC25A44
LOC107390334	SLC25A48
slc25a46	SLC25A46
slc25a47a	SLC25A47
slc25a48	SLC25A48
slc25a51b	SLC25A51
si:dkey-251i10.1,slc25a5	SLC25A6
slc26a1	SLC26A1
slc26a10	SLC26A10
slc26a11	SLC26A11
slc26a2	SLC26A2
LOC107383353	SLC26A3
LOC107383313	SLC26A3
slc26a5	SLC26A5
slc26a6	SLC26A5
slc26a6l2	SLC26A6
slc26a6l1	SLC26A6
slc27a1a	SLC27A1
LOC107390504	SLC27A1
LOC107381711	SLC27A2
slc27a4	SLC27A1
slc27a6	SLC27A6
slc28a1	SLC28A2
LOC139063666	SLC28A2
LOC107375819	SLC29A1
LOC107395000	SLC29A1
LOC107382287	SLC29A2
LOC107376754	SLC29A2
slc29a3	SLC29A3
slc29a4a	SLC29A4
slc2a11a	SLC2A11
slc2a12	SLC2A12
LOC107391522	SLC2A1
slc2a1b	SLC2A1
slc2a2	SLC2A2
LOC107377390	SLC2A4
slc2a4rg	SLC2A4RG
slc2a5	SLC2A5
slc2a6	SLC2A6
slc2a8	SLC2A8
slc2a9l2	SLC2A9
slc30a1a	SLC30A1
slc30a2	SLC30A3
slc30a4	SLC30A4
slc30a5	SLC30A5
slc30a6	SLC30A6
slc30a7	SLC30A7
slc30a8	SLC30A8
slc30a9	SLC30A9
slc31a1	SLC31A1
slc31a2	SLC31A2
LOC139063301	SLC32A1
slc33a1	SLC33A1
slc34a1b	SLC34A1
LOC107386811	SLC34A1
slc34a2a	SLC34A2
slc34a2b	SLC34A2
slc35a1	SLC35A1
slc35a2	SLC35A2
slc35a3b	SLC35A3
LOC107375716	SLC35A4
slc35a5	SLC35A5
slc35b1	SLC35B1
slc35b2	SLC35B2
slc35b3	SLC35B3
slc35b4	SLC35B4
slc35c1	SLC35C1
slc35c2	SLC35C2
LOC107393430	SLC35D1
LOC107384417	SLC35D1
slc35d2	SLC35D2
slc35d3	SLC35D3
slc35e1	SLC35E1
LOC107390333	SLC35E2
slc35e3	SLC35E3
slc35e4	SLC35E4
LOC107387193	SLC35F2
slc35f2l	SLC35F2
slc35f3b	SLC35F3
slc35f4	SLC35F4
LOC107397349	SLC35F5
slc35f6	SLC35F6
slc35g2a	SLC35G4
slc35g2b	SLC35G4
slc36a1	SLC36A3
slc37a1	SLC37A1
slc37a2	SLC37A2
slc37a3	SLC37A3
slc37a4a	SLC37A4
slc38a10	SLC38A10
slc38a11	SLC38A11
slc38a2	SLC38A2
slc38a4	SLC38A4
LOC107390525	SLC38A5
LOC107391357	SLC38A5
slc38a6	SLC38A3
slc38a7	SLC38A7
slc38a8a	SLC38A8
slc38a9	SLC38A9
slc39a1	SLC39A2
slc39a10	SLC39A10
LOC107388274	SLC39A11
LOC107382505	SLC39A12
slc39a13	SLC39A13
slc39a14	SLC39A14
LOC107379023	SLC39A2
slc39a4	SLC39A4
slc39a6	SLC39A6
slc39a7	SLC39A13
slc39a8	SLC39A8
slc39a9	SLC39A9
slc3a1	SLC3A1
slc3a2a	SLC3A2
slc40a1	SLC40A1
slc41a1	SLC41A1
slc41a2b	SLC41A2
slc41a2a	SLC41A2
LOC107385923	SLC41A3
slc43a1a	SLC43A2
slc43a1b	SLC43A2
LOC107397135	SLC43A2
slc43a2b	SLC43A2
slc43a3a	RP11-872D17.8
slc43a3b	RP11-872D17.8
slc44a1b	SLC44A1
slc44a1a	SLC44A1
slc44a2	SLC44A2
LOC107376174	SLC44A2
slc44a4	SLC44A2
slc44a5b	SLC44A5
slc45a1	SLC45A1
slc45a2	SLC45A2
LOC107395183	SLC45A4
LOC107394603	SLC45A4
LOC107380625	SLC46A1
slc46a1	SLC46A1
LOC107396779	SLC46A2
LOC107386948	SLC46A3
slc47a1	SLC47A1
slc48a1a	SLC48A1
LOC107380965	SLC4A10
slc4a10b	SLC4A10
slc4a11	SLC4A11
slc4a1a	SLC4A1
slc4a1ap	SLC4A1AP
slc4a1b	SLC4A1
slc4a2a	SLC4A2
slc4a2b	SLC4A2
slc4a3	SLC4A3
slc4a4a	SLC4A4
slc4a4b	SLC4A4
slc4a5b	SLC4A5
slc4a5a	SLC4A5
LOC107394552	SLC4A7
slc4a7	SLC4A7
slc4a8	SLC4A10
LOC107386408	SLC51A
slc51a	SLC51A
slc52a2	SLC52A1
slc52a3-1	SLC52A3
slc5a10	SLC5A10
slc5a11	SLC5A11
slc5a2	SLC5A9
slc5a3b	SLC5A3
slc5a5	SLC5A5
slc5a6b	SLC5A6
slc5a6a	SLC5A6
LOC107395855	SLC5A7
slc5a7a	SLC5A7
slc5a8	SLC5A8
slc5a9	SLC5A9
slc6a1a	SLC6A1
slc6a1b	SLC6A1
slc6a11b	SLC6A11
LOC107385521	SLC6A12
LOC107383981	SLC6A13
slc6a14	SLC6A14
slc6a15	SLC6A15
slc6a16a	SLC6A15
LOC107388084	SLC6A15
LOC107385757	SLC6A17
slc6a17	SLC6A17
slc6a18	SLC6A18
LOC107383219	SLC6A18
LOC107383218	SLC6A18
slc6a2	SLC6A2
LOC107378977	SLC6A20
slc6a3	SLC6A3
slc6a5	SLC6A5
LOC107384982	SLC6A6
slc6a6b	SLC6A6
slc6a8	AC136616.1
slc6a9	SLC6A9
slc7a1a	SLC7A1
LOC107380208	SLC7A1
slc7a10a	SLC7A10
slc7a11	SLC7A11
slc7a14a	SLC7A14
slc7a14b	SLC7A14
slc7a2	SLC7A2
slc7a3a	SLC7A3
slc7a4	SLC7A4
slc7a5	SLC7A5
slc7a6	SLC7A6
slc7a7	SLC7A6
slc7a8a	SLC7A10
LOC107394051	SLC8A1
slc8a2a	SLC8A3
slc8a2b	SLC8A3
slc8a3	SLC8A3
slc9a1a	SLC9A1
LOC139061591	SLC9A1
slc9a2	SLC9A4
LOC107394886	SLC9A3
LOC107395593	SLC9A3R1
nherf1b	SLC9A3R1
LOC107376605	SLC9A3R1
LOC107390338	SLC9A3R1
LOC107386731	SLC9A6
LOC107382793	SLC9A7
slc9a7	SLC9A7
slc9a8	SLC9A8
si:dkey-162b23.4	SLC9B2
LOC107380406	SLCO1C1
slco2a1	SLCO2A1
slco2b1	SLCO2B1
slco3a1a	SLCO3A1
slco4a1	SLCO4A1
LOC107383404	SLCO5A1
slco5a1	SLCO5A1
slirp	HNRNPAB
slit1a	SLIT1
slit1b	SLIT1
slit2	SLIT2
slit3	SLIT3
LOC107381058	SLITRK1
slitrk2	SLITRK2
slitrk3a	SLITRK3
LOC107392129	SLITRK3
slitrk4	SLITRK4
LOC107381063	SLITRK5
slitrk5b	SLITRK5
slitrk6	SLITRK6
slka	SLK
slkb	STK10
slmapa	SLMAP
slmapb	SLMAP
prelid3b	PRELID3B
LOC139063305	PRELID3B
sltm	SLTM
slu7	SLU7
slx1b	SLX1A
slx4	SLX4
slx4ip	SLX4IP
scfd1	SCFD1
smad1	SMAD1
LOC107393511	SMAD2
smad3b	SMAD3
LOC107381739	SMAD6
smad6b	SMAD6
smad9	SMAD9
smap1	SMAP1
smap2	SMAP2
LOC107374911	SMARCA2
smarca2	SMARCA2
smarca4a	SMARCA4
LOC107382302	SMARCA4
smarca5	SMARCA5
smarcad1a	SMARCAD1
smarcal1	SMARCAL1
smarcb1a	SMARCB1
LOC107375000	SMARCB1
smarcc1a	SMARCC1
smarcc1b	SMARCC1
smarcc2	SMARCC1
smarcd1	SMARCD1
smarcd2	SMARCD2
smarcd3b	SMARCD3
LOC107393441	SMARCE1
smarce1	SMARCE1
smc1a	SMC1B
smc1b	SMC1B
smc2	SMC2
smc3	SMC3
smc4	SMC4
smc5	SMC5
si:dkey-119f1.1	SMC6
smc6	SMC6
smchd1	SMCHD1
mief1	MIEF1
smcr8a	SMCR8
smcr8b	SMCR8
smek1	PPP4R3A
smfn	REXO2
smg1	SMG1
smg5	SMG5
smg6	SMG6
smg7	SMG7
smg8	SMG8
smg9	SMG9
smim13	SMIM13
smim14	SMIM14
smim8	SMIM8
smn1	SMN1
smndc1	SMNDC1
smo	SMO
smoc2	SMOC2
smox	SMOX
smpd1	SMPD1
smpd2b	SMPD2
smpd3	SMPD3
smpd4	SMPD4
smpdl3a	SMPDL3A
smpdl3b	SMPDL3B
smpx	SMPX
sms	SMS
smtna	SMTN
smtnb	SMTN
smtnl	SMTNL2
smtnl1	SMTNL2
LOC107387199	SMTNL2
smu1a	SMU1
smu1b	SMU1
smug1	SMUG1
smurf1	SMURF1
smurf2	SMURF2
LOC107391562	SMURF2
smx5	LSM2
smyd1b	SMYD1
smyd2a	SMYD2
LOC107377597	SMYD2
smyd3	SMYD3
smyd4	SMYD4
smyd5	SMYD5
snai1a	SNAI1
snai1b	SNAI1
snai2	SNAI2
LOC107392088	SNAP23
LOC107382039	SNAP25
snap29	SNAP29
snap47	SNAP47
snap91a	SNAP91
snap91b	SNAP91
LOC107380413	SNAPC1
snapc1b	SNAPC1
snapc3	SNAPC3
snapc4	SNAPC4
snapc5	SNAPC5
snapin	SNAPIN
LOC107374679	SNCB
sncaip	SNCAIP
sncb	SNCB
snd1	SND1
snf8	SNF8
snip1	SNIP1
LOC107391260	SNPH
snphb	SNPH
snrka	SNRK
snrnp200	SNRNP200
snrnp25	SNRNP25
snrnp27	SNRNP27
snrnp35	SNRNP35
snrnp40	SNRNP40
snrnp48	SNRNP48
snrnp70	SNRNP35
snrpa	SNRPA
snrpa1	SNRPA1
snrpb	SNRPN
snrpb2	SNRPB2
snrpd1	SNRPD1
snrpd2	SNRPD2
snrpd3l	SNRPD3
snrpe	SNRPE
snrpf	SNRPF
snrpg	SNRPG
snta1	SNTA1
sntb1	SNTB1
sntb2	SNTB2
sntg1	SNTG1
sntg2	SNTG2
snupn	SNUPN
snw1	SNW1
snx10a	SNX10
snx10b	SNX10
snx11	SNX11
snx12	SNX12
snx13	SNX13
snx14	SNX14
LOC107392256	SNX14
snx15	RPS6KC1
snx16	SNX16
snx17	SNX17
snx18a	SNX18
LOC107396763	SNX18
snx19b	SNX19
snx19a	SNX19
snx1a	SNX1
LOC107381774	SNX1
snx2	SNX2
snx20	SNX20
snx21	SNX21
snx22	SNX22
snx24	SNX24
snx25	SNX25
snx27a	SNX27
snx27b	SNX27
snx12,snx3	SNX3
snx30	SNX30
snx33	SNX33
LOC139068919	SNX4
snx4	SNX4
snx5	SNX5
snx6	SNX6
snx7	SNX7
snx8a	SNX8
LOC107384557	SNX9
snx9b	SNX9
soat1	SOAT1
soat2	SOAT2
LOC107377653	SOBP
sobpa	SOBP
socs1a	SOCS1
LOC139061511	SOCS1
socs2	SOCS2
socs3b	SOCS3
socs5b	SOCS5
LOC107382936	SOCS6
chadlb	CHAD
socs7	SOCS7
LOC107395807	SOCS7
sod1	SOD1
sod2	SOD2
LOC139070404	SOD3
mtcl2	SOGA1
LOC107383537	MTCL1
LOC107378025	SOGA3
LOC107396495	CAPN15
capn15	CAPN15
LOC107384536	SON
LOC107375556	SORBS1
sorbs2a	SORBS2
sorbs3	SORBS3
sorcs1	SORCS1
LOC107376006	SORCS1
sorcs2	SORCS2
sorcs3b	SORCS3
sord	SORD
sorl1	SORL1
LOC107385578	SORT1
sort1b	SORT1
LOC107395003	SOS1
sos2	SOS2
sost	SOST
sostdc1a	SOSTDC1
LOC107383258	SOSTDC1
LOC107375511	HEBP2
sowahab	SOWAHA
LOC107386773	SOWAHA
LOC107375098	SOWAHB
sowahca	SOWAHC
LOC107384513	SOWAHC
sowahd	SOWAHD
LOC107382307	SOX9
sox11a	SOX11
sox14	SOX14
sox17	SOX17
sox1a	SOX1
sox2	SOX2
sox21b	SOX21
sox3	SOX3
sox32	SOX17
sox4a	SOX4
sox4b	SOX4
sox5	SOX5
sox6	SOX6
LOC107388356	SOX6
sox7	CTD-2135J3.4
sox8a	SOX8
LOC107388257	SOX8
LOC107388262	SOX9
LOC107376451	SOX9
sp2	SP2
sp3a	SP3
LOC107392110	SP3
sp4	SP4
sp5a	SP5
sp5l	SP5
sp6	SP6
sp7	SP7
sp8a	SP8
sp8b	SP8
sp9	SP9
nrgnb	SPA17
spag1b	SPAG1
LOC107375054	SPAG16
LOC107380945	SPAG17
spag1a	SPAG1
LOC107383019	SPAG6
spag7	SPAG7
spag9a	SPAG9
sparc	SPARC
sparcl1	SPARCL1
spast	SPAST
spata13	RP11-307N16.6
spata2	SPATA2
spata20	SPATA20
spata2l	SPATA2L
afg2b	SPATA5L1
spata6	SPATA6
spata7	SPATA7
LOC107396918	SPATC1
spats2	SPATS2
spaw	NODAL
spc24	SPC24
spc25	SPC25
spcs1	SPCS1
spcs2	SPCS2
spcs3	SPCS3
LOC107385019	SPDEF
spdya	SPDYA
specc1	SPECC1L-ADORA2A
specc1la	SPECC1L
LOC107375592,LOC129152261	SPEF1
spef2	SPEF2
spega	SPEG
spegb	SPEG
spen	SPEN
si:ch1073-335m2.2	SPEN
spg11	SPG11
sparta	SPG20
spartb	SPG20
spg21	SPG21
spg7	SPG7
LOC107382243	SPHK1
LOC107374236	SPHK1
sphk2	SPHK1
sphkap	SPHKAP
spi1a	SPI1
spi1b	SPI1
spic	SPIC
spice1	SPICE1
LOC107375062	SPIN1
spinb	SPIN1
LOC107388102	SPINK2
spink4	SPINK4
spint1a	SPINT1
LOC139062779	SPINT1
spint2	CTB-102L5.4
spire1a	SPIRE1
spire2	SPIRE2
LOC129154642,LOC129157100,LOC129160833,LOC129163947,LOC129164905,LOC129164956,LOC139061816,LOC139061976,LOC139062125,LOC139062395,LOC139062628,LOC139062667,LOC139063402,LOC139063760,LOC139064290,LOC139064312,LOC139064419,LOC139064420,LOC139064719,LOC139066126,LOC139066138,LOC139068859,LOC139069579,LOC139069741,LOC139069957,LOC139069958,LOC139070284,LOC139070360,LOC139071551,LOC139071756,LOC139071764,LOC139071786,LOC139072108,LOC139072316	SPTAN1
LOC107395555,LOC107395713,LOC129153499,LOC129154554,LOC129154594,LOC129155877,LOC129156184,LOC129157016,LOC129157313,LOC129159761,LOC129160148,LOC129160621,LOC129162103,LOC129163298,LOC129163774,LOC129163826,LOC129164233,LOC129164270,LOC129164938,LOC129165290,LOC139061663,LOC139062191,LOC139062359,LOC139063278,LOC139063419,LOC139063538,LOC139063564,LOC139063691,LOC139068827,LOC139069629,LOC139069674,LOC139069867,LOC139069981,LOC139070098,LOC139070458,LOC139070584,LOC139070585,LOC139071441,LOC139071550,LOC139071822	SPTAN1
LOC129156206,LOC129157163,LOC139061901,LOC139062109,LOC139062351,LOC139062446,LOC139062447,LOC139062448,LOC139062451,LOC139062452,LOC139062453,LOC139063400,LOC139063614,LOC139066191,LOC139066393,LOC139071523,LOC139071525,LOC139073063,LOC139073066	SPTAN1
sptan1	SPTAN1
LOC139071760	SPTAN1
LOC129154690	SPTAN1
LOC107378739,LOC129153555,LOC129161141,LOC129162857,LOC129164581,LOC139066397	SPTAN1
LOC129160011,LOC139062465,LOC139069606	SPTAN1
spns1	SPNS2
spns2	SPNS2
spns3	SPNS2
LOC129164686	SPO11
spock1	SPOCK1
spock2	SPOCK2
spock3	SPOCK3
spon1a	SPON1
spon1b	SPON1
spon2a	SPON2
spon2b	SPON2
spop	SPOP
spopla	SPOPL
sppl2	SPPL2B
LOC107373711	SPPL2A
sppl3	SPPL3
spra	SPR
spred1	SPRED1
LOC107376068	SPRED2
spred2a	SPRED2
spred3	SPRED1
spry1	SPRY1
spry2	SPRY2
LOC107395077	SPRY2
spry4	SPRY1
LOC107385645	SPRYD3
LOC107390377	SPRYD3
spryd4	SPRYD4
spryd7b	SPRYD7
sephs3	SEPHS2
spsb1	SPSB1
LOC107379646	SPSB2
spsb3a	SPSB3
LOC107395749	SPSB4
spsb4a	SPSB4
sptb	SPTB
LOC107393946	SPTBN1
sptbn2	SPTBN1
LOC107397361	SPTBN4
sptbn4a	SPTBN4
sptlc1	SPTLC1
LOC107392601	SPTLC2
sptlc2b	SPTLC2
sptlc3	SPTLC3
spty2d1	SPTY2D1
sqlea	SQLE
sqor	RP11-96O20.4
sqstm1	SQSTM1
sra1	SRA1
srbd1	SRBD1
LOC107385404	SRC
srcap	RP11-2C24.9
srcin1a	SRCIN1
srcin1b	SRCIN1
srd5a1	SRD5A1
srd5a2b	SRD5A2
srd5a3	SRD5A3
srebf1	SREBF1
srebf2	SREBF2
srek1ip1	SREK1IP1
LOC107393790	SRF
LOC107375408	SRF
srfbp1	SRFBP1
srgap3	SRGAP3
srl	SRL
LOC107390544	SRL
srm	SRM
LOC107390561	SRMS
srp14	SRP14
srp19	CTC-487M23.8
srp54	SRP54
srp68	SRP68
srp72	SRP72
srp9	SRP9
srpk1a	SRPK1
srpk1b	SRPK1
srpk2	SRPK1
LOC107391406	SRPK1
srpra	SRPRA
srprb	SRPRB
srpx	SRPX
srpx2	SRPX2
srr	SRR
srrd	SRRD
srrm1	SRRM1
LOC139070277	RNF213
srrm2	SRRM3
srrm3	SRRM3
srrm4	SRRM4
srrt	SRRT
LOC107395604	SRRT
srsf1a	SRSF1
srsf1b	SRSF1
LOC107392697	SRSF11
