MT-ND1	mt-Nd1
CSNK1G3	Csnk1g3
ACADVL	Acadvl
IGSF21	Igsf21
NAE1	Nae1
RASSF5	Rassf5
MRPL37	Mrpl37
MZF1	Mzf1
TBXAS1	Tbxas1
EEIG2	Eeig2
SLC44A1	Slc44a1
INSYN2A	Insyn2a
IL10RA	Il10ra
LRRC2	Lrrc2
LRRC27	Lrrc27
TLE2	Tle2
CAMK1G	Camk1g
SLC15A3	Slc15a3
CNBP	Cnbp
STIM1	Stim1
EXOSC9	Exosc9
FAM72C	Fam72a
PWWP2B	Pwwp2b
AGO1	Ago1
EBF3	Ebf3
MYL7	Myl7
NCOA4	Ncoa4
CD81	Cd81
SYK	Syk
TRAPPC14	Trappc14
TLE6	Tle6
CDK11B	Cdk11b
BPGM	Bpgm
THUMPD3	Thumpd3
MET	Met
ACAD8	Acad8
ELAVL1	Elavl1
ABCG2	Abcg3
GFRA3	Gfra3
FBXW11	Fbxw11
RHBDD1	Rhbdd1
FKBP8	Fkbp8
IQCK	Iqck
ACTB	Actb
TMEM232	Tmem232
C16orf46	1700030J22Rik
TIRAP	Tirap
VASN	Vasn
TMEM17	Tmem17
ZNF764	Zfp764
ZNF764	Zfp764l1
N4BP3	N4bp3
COQ4	Coq4
CSNK2A2	Csnk2a2
HTRA1	Htra1
EHD3	Ehd3
KCNMB1	Kcnmb1
FAM3D	Fam3d
PHYKPL	Phykpl
SLC4A4	Slc4a4
BUD13	Bud13
ROCK2	Rock2
TESK1	Tesk1
GPT2	Gpt2
PDHX	Pdhx
ZDHHC6	Zdhhc6
STAC2	Stac2
ECM2	Ecm2
WNT2	Wnt2
CNOT2	Cnot2
GAA	Gaa
SKAP2	Skap2
CRIPTO	Cripto
ZDHHC11B	Zdhhc11
GTF2H2C	Gtf2h2
RUSC2	Rusc2
PLCD3	Plcd3
PBX3	Pbx3
VPS11	Vps11
MPHOSPH6	Mphosph6
SLC26A11	Slc26a11
CRTAC1	Crtac1
THADA	Thada
TANGO6	Tango6
OLFM1	Olfm1
CFTR	Cftr
TMEM134	Tmem134
TGFBR1	Tgfbr1
IL15RA	Il15ra
IL34	Il34
KDM4B	Kdm4b
ARAP1	Arap1
PLEKHG4	Plekhg4
CCDC171	Ccdc171
CORO2B	Coro2b
NAB2	Nab2
RHOH	Rhoh
TOMM20	Tomm20
ADAMTS7	Adamts7
CADPS2	Cadps2
DEPDC1	Depdc1a
CEMIP2	Cemip2
UNC119B	Unc119b
SNRNP35	Snrnp35
CD2AP	Cd2ap
SCAMP1	Scamp1
MON2	Mon2
NICOL1	Nicol1
GPD1L	Gpd1l
RBPJ	Rbpj
GOLGA7B	Golga7b
LZTS2	Lzts2
CCDC50	Ccdc50
FNDC7	Fndc7
MTREX	Mtrex
USP31	Usp31
S100A11	S100a11
UBQLN4	Ubqln4
KNOP1	Knop1
DAZAP1	Dazap1
ATOSB	Atosb
ULK4	Ulk4
NRBF2	Nrbf2
MLIP	Mlip
RAD54L	Rad54l
LDHD	Ldhd
PARD3	Pard3
IDUA	Idua
ZG16	Zg16
MASP1	Masp1
CSF3	Csf3
FOXL1	Foxl1
BTN2A2	Btn2a2
EXOC7	Exoc7
SLC25A25	Slc25a25
MARCKSL1	Marcksl1
MGARP	Mgarp
MEAF6	Meaf6
SUCLG2	Suclg2
MYADM	Myadm
TCEANC2	Tceanc2
FEZF2	Fezf2
TUT7	Tut7
GPN2	Gpn2
FAXDC2	Faxdc2
UQCR11	Uqcr11
SETD2	Setd2
RPS8	Rps8
CHST8	Chst8
TMEM59	Tmem59
SLC26A1	Slc26a1
TTC9B	Ttc9b
WWC2	Wwc2
CDC23	Cdc23
COQ3	Coq3
CFAP263	Ccdc113
PPIL6	Ppil6
EPS8L1	Eps8l1
CPNE7	Cpne7
RABEPK	Rabepk
PLPP1	Plpp1
PCBP4	Pcbp4
NSUN5	Nsun5
RNF14	Rnf14
ETV3L	Etv3l
ARRB1	Arrb1
PARD6A	Pard6a
TFB1M	Tfb1m
CNIH3	Cnih3
UAP1L1	Uap1l1
GOT2	Got2
RNGTT	Rngtt
TMEM209	Tmem209
TRIM61	Trim61
ZBTB8OS	Zbtb8os
CLOCK	Clock
NEK6	Nek6
CEP89	Cep89
RNF25	Rnf25
PON2	Pon2
ZMYM4	Zmym4
RRP36	Rrp36
CARHSP1	Carhsp1
RPL10A	Rpl10a
PHLDB3	Phldb3
DAAM2	Daam2
PTGER4	Ptger4
NFIC	Nfic
APAF1	Apaf1
RHOQ	Rhoq
SLC1A3	Slc1a3
FBXO11	Fbxo11
FAM3C	Fam3c
GSN	Gsn
UCP2	Ucp2
KPNB1	Kpnb1
OLFML3	Olfml3
FNBP1L	Fnbp1l
VPS41	Vps41
SLC39A3	Slc39a3
CNIH4	Cnih4
SLC30A9	Slc30a9
CCDC61	Ccdc61
DENND2B	Dennd2b
EIF2B4	Eif2b4
PSMB4	Psmb4
TTC1	Ttc1
ZDHHC7	Zdhhc7
CFB	Cfb
PPCS	Ppcs
MMACHC	Mmachc
SIGLEC11	Siglecg
NUDT12	Nudt12
PPP4C	Ppp4c
NVL	Nvl
TRIM65	Trim65
NME5	Nme5
CAPNS1	Capns1
NKD2	Nkd2
CCDC43	Ccdc43
KLHL5	Klhl5
NT5C3B	Nt5c3b
PAICS	Paics
CCDC69	Ccdc69
MOCS1	Mocs1
RPS14	Rps14
LIN7B	Lin7b
HNRNPA2B1	Hnrnpa2b1
SMPD3	Smpd3
STAT5A	Stat5a
PSMA5	Psma5
SH3TC2	Sh3tc2
KHDC1	Khdc1b
KHDC1	Khdc1c
KHDC1	Khdc1a
GYS1	Gys1
PI4K2B	Pi4k2b
RING1	Ring1
FABP1	Fabp1
RPL5	Rpl5
NPNT	Npnt
TRIM38	Trim38
PRSS36	Prss36
CXXC5	Cxxc5
SKIC2	Skic2
GNPTAB	Gnptab
BCL2L12	Bcl2l12
MRTO4	Mrto4
SEPTIN2	Septin2
BFAR	Bfar
ANKH	Ank
RASSF8	Rassf8
COL16A1	Col16a1
CCT5	Cct5
IRF8	Irf8
CFI	Cfi
DERA	Dera
MSMO1	Msmo1
APLP1	Aplp1
ZSWIM7	Zswim7
HP	Hp
MTHFD2L	Mthfd2l
PAN2	Pan2
CRELD1	Creld1
STX18	Stx18
CLGN	Clgn
CDCA8	Cdca8
NSG1	Nsg1
EBF1	Ebf1
MTOR	Mtor
RAET1G	Ulbp1
RFPL4B	Rfpl4b
RANBP9	Ranbp9
TRMT10A	Trmt10a
CCNC	Ccnc
GPAT3	Gpat3
TRMT1	Trmt1
TAPT1	Tapt1
ITGAL	Itgal
SH3BP2	Sh3bp2
GLCCI1	Glcci1
ABHD14A	Abhd14a
R3HCC1L	R3hcc1l
AP2S1	Ap2s1
EIF2A	Eif2a
ZNF467	Zfp467
SLC35E1	Slc35e1
TPSB2	Tpsb2
TPSB2	Tpsab1
MIA	Mia
B4GALNT1	B4galnt1
FLOT2	Flot2
ZNF420	Zfp780b
WIPI2	Wipi2
PRSS33	Prss33
NHLH2	Nhlh2
UBE2T	Ube2t
SIGLEC8	Siglece
KATNB1	Katnb1
DHX32	Dhx32
SRGAP2	Srgap2
PODXL2	Podxl2
CAPRIN2	Caprin2
ZNF324	Zfp324
FBLN2	Fbln2
ANXA11	Anxa11
PPP3CA	Ppp3ca
KANK2	Kank2
PEX1	Pex1
FOLH1	Folh1
DRC3	Drc3
RSBN1	Rsbn1
TRDN	Trdn
GABRG1	Gabrg1
SH3BGRL3	Sh3bgrl3
GUCY1A1	Gucy1a1
CENPF	Cenpf
SYF2	Syf2
MRPS21	Mrps21
KLC3	Klc3
B4GALT4	B4galt4
C1orf50	AU022252
TBC1D10B	Tbc1d10b
TMED5	Tmed5
NSL1	Nsl1
ATXN1L	Atxn1l
KCTD5	Kctd5
RPS9	Rps9
RPA2	Rpa2
REXO5	Rexo5
KCNA4	Kcna4
DDX6	Ddx6
FAM171A2	Fam171a2
DTL	Dtl
TNFSF12	Tnfsf12
PDSS2	Pdss2
RILP	Rilp
NNT	Nnt
MCM9	Mcm9
LASP1	Lasp1
PPP2R1A	Ppp2r1a
CEP162	Cep162
YWHAE	Ywhae
NAV1	Nav1
MEFV	Mefv
NSF	Nsf
ENPP4	Enpp4
EHMT2	Ehmt2
PAMR1	Pamr1
NBEAL2	Nbeal2
PGLS	Pgls
CREB3L3	Creb3l3
ATP6V0D1	Atp6v0d1
TFB2M	Tfb2m
SNCA	Snca
FAM72D	Fam72a
B3GAT3	B3gat3
ATAD3A	Atad3a
ALDH18A1	Aldh18a1
CDKN1C	Cdkn1c
LRRFIP2	Lrrfip2
INTS1	Ints1
PPP6R3	Ppp6r3
NPRL3	Nprl3
ALDH3A1	Aldh3a1
HNRNPL	Hnrnpl
PHGDH	Phgdh
PDCD4	Pdcd4
ADAM17	Adam17
FRG1	Frg1
SARS2	Sars2
KRT19	Krt19
TRAPPC11	Trappc11
TSEN54	Tsen54
RSPH10B	Rsph10b
BASP1	Basp1
ZNF366	Zfp366
POLK	Polk
FMNL1	Fmnl1
MPC2	Mpc2
C1GALT1	C1galt1
SAMD4B	Samd4b
BMI1	Bmi1
WIF1	Wif1
UNC50	Unc50
GOLT1A	Golt1a
RPL13A	Rpl13a
ENOPH1	Enoph1
SSBP3	Ssbp3
PPAT	Ppat
TOB1	Tob1
RASA4B	Rasa4
RAP1B	Rap1b
MSL1	Msl1
IFT172	Ift172
SPNS2	Spns2
MARCHF2	Marchf2
GABRB2	Gabrb2
TFEC	Tfec
TOP3A	Top3a
MMP23B	Mmp23
NUDT9	Nudt9
MGMT	Mgmt
TES	Tesl1
TES	Tes
HOOK2	Hook2
CREBRF	Crebrf
WDR59	Wdr59
FANCE	Fance
PPA1	Ppa1
GIPC2	Gipc2
BEND5	Bend5
TAF15	Taf15
DPM3	Dpm3
NUCKS1	Nucks1
SLC49A3	Slc49a3
WASF1	Wasf1
CREB5	Creb5
PPP6R1	Ppp6r1
IRF1	Irf1
SDC3	Sdc3
BBIP1	Bbip1
CROCC	Crocc
LANCL2	Lancl2
OCIAD1	Ociad1
PFKP	Pfkp
RABEP1	Rabep1
TRAF7	Traf7
ORAI2	Orai2
NDST1	Ndst1
GUSB	Gusb
DR1	Dr1
DDX20	Ddx20
HLA-DRB1	H2-Eb2
VGLL2	Vgll2
DDX39B	Ddx39b
SSBP2	Ssbp2
FIRRM	Firrm
BAMBI	Bambi
ACVR1	Acvr1
ZNF25	Zfp9
OPALIN	Opalin
PDE1C	Pde1c
SRR	Srr
NEBL	Nebl
COG1	Cog1
TNFAIP8L1	Tnfaip8l1
SIGLEC10	Siglecg
RNF166	Rnf166
EVA1B	Eva1b
TSR1	Tsr1
E4F1	E4f1
CDK11A	Cdk11b
TAPBPL	Tapbpl
DENND10	Dennd10
TP53I13	Trp53i13
SUOX	Suox
PAOX	Paox
FCGRT	Fcgrt
USP36	Usp36
BCS1L	Bcs1l
EEF2KMT	Eef2kmt
SGMS1	Sgms1
METTL18	Mettl18
SPATA17	Spata17
BAIAP3	Baiap3
TUT4	Tut4
LMO3	Lmo3
BAK1	Bak1
ASL	Asl
SLC38A10	Slc38a10
CD177	Cd177
HMGA1	Hmga1b
DNAJC1	Dnajc1
C19orf25	2310011J03Rik
LPCAT3	Lpcat3
RCAN3	Rcan3
FKRP	Fkrp
HPS1	Hps1
UBE2D2	Ube2d2a
TOE1	Toe1
TLR6	Tlr6
ZNF518B	Zfp518b
TRIM26	Trim26
CLSPN	Clspn
DDIT4L	Ddit4l
CTNNA1	Ctnna1
GPM6A	Gpm6a
PLVAP	Plvap
NOSIP	Nosip
PLEKHA5	Plekha5
RAD51C	Rad51c
XPO1	Xpo1
SFTPA1	Sftpa1
NFKB1	Nfkb1
SLC16A3	Slc16a3
CFAP206	Cfap206
SOX13	Sox13
MOG	Mog
VAV1	Vav1
TSTD1	Tstd1
KIF17	Kif17
STYK1	Styk1
PRIMPOL	Primpol
EHBP1	Ehbp1
CEP350	Cep350
FBRSL1	Fbrsl1
CLASRP	Clasrp
TBC1D32	Tbc1d32
STPG1	Stpg1
NOP14	Nop14
MED8	Med8
SPAG9	Spag9
PGAM5	Pgam5
COA7	Coa7
KLHL7	Klhl7
CNN3	Cnn3
YBX3	Ybx3
RRAS	Rras
PPT2	Ppt2
TLR2	Tlr2
ZNF419	Zfy2
ZNF419	Zfy1
MT3	Mt3
MAEA	Maea
OSBPL6	Osbpl6
METTL26	Mettl26
GRM3	Grm3
CNN1	Cnn1
ORC5	Orc5
EXTL2	Extl2
MOB3A	Mob3a
PTPRU	Ptpru
TSR3	Tsr3
PGAP2	Pgap2
MBOAT7	Mboat7
SLC39A5	Slc39a5
RRAD	Rrad
NRCAM	Nrcam
CDH10	Cdh10
SH3D19	Sh3d19
SULT1A4	Sult5a1
FOXO3	Foxo3
DOK3	Dok3
TPMT	Tpmt
TPM4	Tpm4
B4GALT7	B4galt7
NT5C2	Nt5c2
SLF1	Slf1
GOPC	Gopc
E2F4	E2f4
ATP6V0B	Atp6v0b
BCL2L14	Bcl2l14
MICU1	Micu1
NELFA	Nelfa
FAU	Fau
FGF18	Fgf18
NPR3	Npr3
EVI5L	Evi5l
ZFP57	Zfp57
ACD	Acd
MAP7	Map7
TIPRL	Tiprl
GDPD5	Gdpd5
FAM114A1	Fam114a1
FASTKD3	Fastkd3
PMVK	Pmvk
CLPTM1L	Clptm1l
UCK2	Uck2
NAAA	Naaa
RASAL1	Rasal1
SULT1A1	Sult5a1
SLC38A7	Slc38a7
ANK2	Ank2
EGLN2	Egln2
ACOT7	Acot7
CALHM2	Calhm2
INPP5F	Inpp5f
ABCA8	Abca8b
ECI1	Eci1
DNAJC21	Dnajc21
DMWD	Dmwd
SF3B4	Sf3b4
STXBP5	Stxbp5
NAT14	Nat14
CFAP144	Cfap144
TRPM4	Trpm4
CAPN9	Capn9
ZNF771	Zfp771
RAB18	Rab18
NFAT5	Nfat5
NIT1	Nit1
JMY	Jmy
CFAP300	Cfap300
ZNRF2	Znrf2
BIRC3	Birc3
RASGEF1C	Rasgef1c
CRPPA	Crppa
GPAM	Gpam
ADCK2	Adck2
SENP1	Senp1
AMBRA1	Ambra1
CYP4B1	Cyp4b1
GABRR1	Gabrr1
GTF2H5	Gtf2h5
RAB23	Rab23
PIK3CG	Pik3cg
CD320	Cd320
SLC38A1	Slc38a1
ZNF324B	Zfp324
DMTF1	Dmtf1l
DMTF1	Dmtf1
FBL	Fbl
P4HA3	P4ha3
AMFR	Amfr
UBR2	Ubr2
AP3M1	Ap3m1
TLCD4	Tlcd4
ACKR3	Ackr3
MARCHF10	Marchf10
KIAA0319	D130043K22Rik
COBLL1	Cobll1
SLC35C1	Slc35c1
ISL1	Isl1
TCEA3	Tcea3
ANAPC15	Anapc15
ZNF554	Zfp78
METTL22	Mettl22
LTC4S	Ltc4s
ECSIT	Ecsit
CAMK2G	Camk2g
LPCAT1	Lpcat1
MPRIP	Mprip
SENP6	Senp6
CCNL2	Ccnl2
CNOT6	Cnot6
CFAP119	Cfap119
FABP6	Fabp6
ATP2C2	Atp2c2
PPP2CA	Ppp2ca
SZRD1	Szrd1
ADGRL1	Adgrl1
HSPA4	Hspa4
FBXW9	Fbxw9
TMEM100	Tmem100
IL27RA	Il27ra
P4HB	P4hb
ADGRL2	Adgrl2
STARD10	Stard10
HMG20B	Hmg20b
OTX1	Otx1
USP39	Usp39
RAB14	Rab14
BICDL2	Bicdl2
MAN2A1	Man2a1
EME1	Eme1
BORCS8	Borcs8
PDXDC1	Pdxdc1
SEMA3C	Sema3c
CDC5L	Cdc5lrt4
CDC5L	Cdc5lrt5
CDC5L	Cdc5lrt10
CDC5L	Cdc5lrt6
CDC5L	Cdc5lrt7
CDC5L	Cdc5l
CDC5L	Cdc5lrt1
CDC5L	Cdc5lrt8
CDC5L	Cdc5lrt9
RASIP1	Rasip1
PACSIN1	Pacsin1
NEURL4	Neurl4
PHIP	Phip
B3GNT2	B3gnt2
SIK3	Sik3
PPM1B	Ppm1b
SMG9	Smg9
KRT7	Krt7
MYOT	Myot
BAG2	Bag2
PHF10	Phf10
ELN	Eln
SLC30A5	Slc30a5
CDC37	Cdc37
RFFL	Rffl
IRAK4	Irak4
AARS2	Aars2
LOXL3	Loxl3
PIAS4	Pias4
SKP1	Skp1
KLHDC3	Klhdc3
ZBTB7A	Zbtb7a
MLX	Mlx
KCNK6	Kcnk6
R3HDM4	R3hdm4
DNAJC14	Dnajc14
LCP2	Lcp2
KCNJ12	Kcnj12
RPL6	Rpl6
ITGB4	Itgb4
PAK4	Pak4
MARCHF3	Marchf3
MSH3	Msh3
CAPN13	Capn13
DDB1	Ddb1
PDPK1	Pdpk1
POPDC3	Popdc3
AGER	Ager
DOK1	Dok1
KLHL41	Klhl41
BZW1	Bzw1
LAIR1	Lair1
SKIC3	Skic3
AXIN1	Axin1
COMMD3	Commd3
C1S	C1s1
C1S	C1s2
TSPAN14	Tspan14
LYRM1	Lyrm1
ZNF345	Zfp11
MAN2B1	Man2b1
SNTB2	Sntb2
CMC2	Cmc2
LYG1	Lyg1
UBE2F	Ube2f
CDH8	Cdh8
FCHSD1	Fchsd1
FUCA2	Fuca2
DOCK7	Dock7
GIT2	Git2
L3MBTL3	L3mbtl3
TMEM219	Tmem219
CENPN	Cenpn
PLA2G12B	Pla2g12b
GALNT10	Galnt10
GBF1	Gbf1
SSBP4	Ssbp4
ZNF821	Zfp821
ATG10	Atg10
UQCC2	Uqcc2
PAK1IP1	Pak1ip1
FAM120B	Fam120b
ANKRD27	Ankrd27
PSD2	Psd2
HMGCR	Hmgcr
RHOT2	Rhot2
OSR1	Osr1
LYPD6	Lypd6
DLL1	Dll1
RBM5	Rbm5
TSSC4	Tssc4
MSH2	Msh2
NUP88	Nup88
FYN	Fyn
TKFC	Tkfc
ITGAX	Itgax
CSTF3	Cstf3
CNTNAP4	Cntnap4
ANO4	Ano4
MRPL23	Mrpl23
SBK2	Sbk2
ARHGAP45	Arhgap45
ARCN1	Arcn1
KIF1C	Kif1c
CAST	Cast
DHODH	Dhodh
FRMD8	Frmd8
POMGNT2	Pomgnt2
CBFB	Cbfb
NME9	Nme9
FGGY	Fggy
ZDHHC5	Zdhhc5
PHKG2	Phkg2
A2M	A2m
ITIH4	Itih4
SYT3	Syt3
BAD	Bad
WDPCP	Wdpcp
FSTL3	Fstl3
CYB5R2	Cyb5r2
KARS1	Kars1
VCL	Vcl
ALDH3A2	Aldh3a2
AKAP8L	Akap8l
CALM2	Calm2
ABCC1	Abcc1
CAVIN3	Cavin3
GPR137	Gpr137
PYROXD2	Pyroxd2
C6orf62	BC005537
ZC3H15	Zc3h15
KAT6B	Kat6b
ROBO4	Robo4
CALB2	Calb2
CAMK2N1	Camk2n1
VSNL1	Vsnl1
EXO5	Exo5
ADAMTSL5	Adamtsl5
IPCEF1	Ipcef1
ENPEP	Enpep
ASPSCR1	Aspscr1
TNNT1	Tnnt1
PALMD	Palmd
XPO6	Xpo6
GMEB1	Gmeb1
C1QTNF4	C1qtnf4
CERS6	Cers6
NAA40	Naa40
THNSL2	Thnsl2
CDHR5	Cdhr5
GPR162	Gpr162
GMCL1	Gmcl1
RAB3B	Rab3b
PRDM1	Prdm1
MFSD10	Mfsd10
PLEKHH3	Plekhh3
WNT2B	Wnt2b
ARID2	Arid2
CNNM3	Cnnm3
RPS6KA2	Rps6ka2
INTS11	Ints11
INCA1	Inca1
ZNF174	Zfp174
TRADD	Tradd
SLC4A10	Slc4a10
CSRNP2	Csrnp2
COG4	Cog4
MMP19	Mmp19
TP53	Trp53
SLC2A9	Slc2a9
STRAP	Strap
RFC1	Rfc1
XRCC5	Xrcc5
PAF1	Paf1
GPR182	Gpr182
PA2G4	Pa2g4
GMPR	Gmpr
TMEM135	Tmem135
EDRF1	Edrf1
HSBP1	Hsbp1
NLRC5	Nlrc5
POLR2E	Polr2e
OSBPL11	Osbpl11
NPY1R	Npy1r
GRK4	Grk4
BTNL9	Btnl9
LIMA1	Lima1
DPH3	Dph3
WDR43	Wdr43
OXNAD1	Oxnad1
NOC3L	Noc3l
METTL15	Mettl15
LHFPL2	Lhfpl2
CERS4	Cers4
STX3	Stx3
SULT1C2	Sult1c2
MYOZ1	Myoz1
NUDCD2	Nudcd2
NUP155	Nup155
SMC3	Smc3
TBCK	Tbck
COPS7A	Cops7a
ZFYVE9	Zfyve9
FHIP1B	Fhip1b
SENP2	Semp2l1
SENP2	Semp2l2b
SENP2	Senp2
SENP2	Semp2l2a
FBXL8	Fbxl8
ZNRF1	Znrf1
POLR2G	Polr2g
VPS35L	Vps35l
SGIP1	Sgip1
CAT	Cat
MCMBP	Mcmbp
LEMD2	Lemd2
SLC25A28	Slc25a28
RIOK1	Riok1
LIPH	Liph
ITGB1	Itgb1
NPY5R	Npy5r
CTNND1	Ctnnd1
NMU	Nmu
BRIX1	Brix1
APOD	Apod
RIPK1	Ripk1
TOPBP1	Topbp1
DUSP14	Dusp14
TMEM63B	Tmem63b
UIMC1	Uimc1
UBA6	Uba6
ITGAE	Itgae
SLC25A16	Slc25a16
PBLD	Pbld1
PBLD	Pbld2
THBS4	Thbs4
LARS2	Lars2
BHLHE41	Bhlhe41
CHD4	Chd4
FBXO4	Fbxo4
RAB5C	Rab5c
BMS1	Bms1
TNFRSF1B	Tnfrsf1b
IL15	Il15
UNC5A	Unc5a
HAS1	Has1
HOMER1	Homer1
EMP3	Emp3
SLC29A1	Slc29a1
KLHL12	Klhl12
LARS1	Lars1
FOXK2	Foxk2
PRPF18	Prpf18
C19orf47	2310022A10Rik
MSTO1	Msto1
CPSF3	Cpsf3
ST6GALNAC1	St6galnac1
NOMO1	Nomo1
AP3D1	Ap3d1
ACOX1	Acox1
SPSB4	Spsb4
SNX25	Snx25
ACY1	Acy1
PTPN22	Ptpn22
SLC13A5	Slc13a5
CTBP2	Ctbp2
MAP2K3	Map2k3
CCDC102A	Ccdc102a
CFAP97	Cfap97
RPL34	Rpl34
PARN	Parn
PALLD	Palld
CCDC57	Ccdc57
SLC2A5	Slc2a5
OGFOD3	Ogfod3
HHIP	Hhip
CC2D1B	Cc2d1b
SPINT2	Spint2
PDLIM5	Pdlim5
ITGA2B	Itga2b
HK3	Hk3
ZNF652	Zfp652
ZNF146	Zfp146
SPAG7	Spag7
KLHDC8A	Klhdc8a
PALM	Palm
HMGXB3	Hmgxb3
ZBTB4	Zbtb4
UTP4	Utp4
MPND	Mpnd
RASL10B	Rasl10b
DAW1	Daw1
HEXD	Hexd
GOLGA4	Golga4
STING1	Sting1
UCHL5	Uchl5
SIGLEC7	Siglece
IL6ST	Il6st
ALDOC	Aldoc
RTBDN	Rtbdn
DNAI7	Dnai7
BIN1	Bin1
NHERF2	Nherf2
DHX34	Dhx34
LTBR	Ltbr
FAM8A1	Fam8a1
PNKP	Pnkp
CARMIL1	Carmil1
CBLB	Cblb
MVD	Mvd
HTRA3	Htra3
SH3PXD2B	Sh3pxd2b
RAB40B	Rab40b
PDIK1L	Pdik1l
LRRN2	Lrrn2
SLC2A13	Slc2a13
CYBC1	Cybc1
DRGX	Drgx
CPLX2	Cplx2
CLCC1	Clcc1
DNAJB12	Dnajb12
LARP7	Larp7-ps
LARP7	Larp7
USP15	Usp15
PLA2G15	Pla2g15
ITGA8	Itga8
NR3C1	Nr3c1
MRPL14	Mrpl14
HNRNPH3	Hnrnph3
NUBP1	Nubp1
C4A	C4a
C4A	C4b
LIN54	Lin54
C17orf75	5730455P16Rik
IGSF8	Igsf8
TOM1L2	Tom1l2
VIPR1	Vipr1
OGDHL	Ogdhl
TPSAB1	Tpsb2
TPSAB1	Tpsab1
SLC5A8	Slc5a8
DYNLL1	Dynll1
TBL3	Tbl3
ERCC2	Ercc2
AADAT	Aadat
TAFA2	Tafa2
INPP5A	Inpp5a
COP1	Cop1
SPSB2	Spsb2
C7	C7
SRSF9	Srsf9
MYF6	Myf6
ZCCHC10	Zcchc10
METAP1	Metap1
ZNF605	Zfp605
CACNA1D	Cacna1d
GRAMD2B	Gramd2b
SLC16A7	Slc16a7
PACRGL	5730480H06Rik
MFSD13A	Mfsd13a
CYP4F2	Cyp4f15
CYP4F2	Cyp4f40
CYP4F2	Cyp4f14
COQ9	Coq9
TSPAN31	Tspan31
SEPTIN8	Septin8
DUS1L	Dus1l
EMP1	Emp1
SNN	Snn
FFAR3	Ffar3
SLC5A11	Slc5a11
CCDC91	Ccdc91
CUTC	Cutc
WASHC2C	Washc2
NUP133	Nup133
RUNDC3A	Rundc3a
PLK2	Plk2
RGS11	Rgs11
GABBR1	Gabbr1
ALDH16A1	Aldh16a1
TUBG1	Tubg1
SAMD14	Samd14
ETF1	Etf1
PCCB	Pccb
PIGR	Pigr
SULT1A3	Sult5a1
C1QTNF1	C1qtnf1
KCTD15	Kctd15
ZNF454	Zfp454
EIF2B1	Eif2b1
OXCT1	Oxct1
WIPF2	Wipf2
FKBP4	Fkbp4
DNAAF8	Dnaaf8
LPAR3	Lpar3
SAE1	Sae1
CTCF	Ctcf
GPSM2	Gpsm2
DVL2	Dvl2
GLT1D1	Glt1d1
PIK3R2	Pik3r2
ANXA5	Anxa5
REPS1	Reps1
PEX5	Pex5
NUP93	Nup93
FSD1	Fsd1
DHRS11	Dhrs11
CEPT1	Cept1
PECAM1	Pecam1
USHBP1	Ushbp1
MOBP	Mobp
CFD	Cfd
PRELP	Prelp
TIMM50	Timm50
CEP85	Cep85
SMARCE1	Smarce1
PPP2R3A	Ppp2r3a
WDR18	Wdr18
NAP1L4	Nap1l4
DMAP1	Dmap1
CNEP1R1	Cnep1r1
HSD17B11	Hsd17b11
DYNC1LI1	Dync1li1
DGKQ	Dgkq
NSMCE1	Nsmce1
TOR1AIP2	Tor1aip2
ZNF226	Zfp61
SNRK	Snrk
EXOC1	Exoc1
CDR2	Cdr2
ZDHHC23	Zdhhc23
S100A4	S100a4
NOMO2	Nomo1
CCR3	Ccr3
LMLN	Lmln
GREM2	Grem2
FMO5	Fmo5
COPE	Cope
STAT5B	Stat5b
PIK3R4	Pik3r4
PTPRE	Ptpre
RARA	Rara
NDRG4	Ndrg4
KATNA1	Katna1
RPUSD3	Rpusd3
SSX2IP	Ssx2ip
ATP11B	Atp11b
MTHFD1L	Mthfd1l
SLC39A12	Slc39a12
TBC1D9	Tbc1d9
HIF1AN	Hif1an
WHR1	Stk19
PAPSS1	Papss1
DGKE	Dgke
TUBGCP2	Tubgcp2
PI16	Pi16
STX8	Stx8
ANKS1A	Anks1
CCDC13	Ccdc13
SLFN11	Slfn8
SLFN11	Slfn9
SLFN11	Slfn10
RASSF1	Rassf1
FAM193A	Fam193a
ARHGAP22	Arhgap22
GP9	Gp9
SHMT1	Shmt1
DHX30	Dhx30
CAP1	Cap1
ATL3	Atl3
RDX	Rdx
RUFY2	Rufy2
CORO1C	Coro1c
DXO	Dxo
CYP4F12	Cyp4a30b
CYP4F12	Cyp4a10
CYP4F12	Cyp4a32
CYP4F12	Cyp4a31
ZNF511	Zfp511
SLC35B3	Slc35b3
MKX	Mkx
SLC43A3	Slc43a3
IER2	Ier2
PIK3CB	Pik3cb
YME1L1	Yme1l1
TMEM91	Tmem91
QRFPR	Qrfprl
QRFPR	Qrfpr
AP1AR	Ap1ar
MYBPC2	Mybpc2
PDS5A	Pds5a
ALG1	Alg1
LARP4	Larp4
SMIM8	Smim8
C16orf54	AI467606
CEP20	Cep20
ADGRG6	Adgrg6
MASTL	Mastl
PRMT1	Prmt1
RUSF1	Rusf1
PLCL2	Plcl2
TMCC1	Tmcc1
ENO4	Eno4
DYDC2	Dydc2
BMERB1	Bmerb1
UPF2	Upf2
SCNN1B	Scnn1b
DHX16	Dhx16
PIK3CA	Pik3ca
CD3G	Cd3g
CLPB	Clpb
HOGA1	Hoga1
