fam162a	Fam162b
nup50	Nup50l
cacng4b	Cacng4
kiaa0930	5031439G07Rik
aimp2	Aimp2
irs4a	Irs4
kcne4	Kcne4
aldh3b1	Aldh3b2
aldh3b1	Aldh3b3
si:ch73-362m14.2	Nhsl2
pvalb5	Ocm
rnf217	Rnf217
lmtk2	Lmtk2
galnt14	Galnt14
tecpr1b	Tecpr1
chd6	Chd6
capza1a	Capza1b
capza1a	Capza1
bri3	Bri3
mov10a	Mov10
nkain2	Nkain2
htr2cl2	Htr2c
rac3a	Rac3
nptx2a	Nptx2
ehd3	Ehd3
wdfy1	Wdfy1
clpp	Clpp
serpine2	Serpine2
gprc5ba	Gprc5b
proza	Proz
med31	Med31
sox8b	Sox8
trdn	Trdn
sox9b	Sox9
ccl38.6	Ccl17
ccl38.6	Ccl22
ccl38a.5	Ccl17
ccl38a.5	Ccl22
ccl38a.4	Ccl17
ccl38a.4	Ccl22
si:cabz01066312.1	Kif21a
prkar1aa	Prkar1a
naalad2	Naalad2
naalad2	Folh1
CPNE8	Cpne8
ripor3	Ripor3
clvs2	Clvs2
smpdl3a	Smpdl3a
wipi1	Wipi1
dkc1	Dkc1
chordc1a	Chordc1
blcap	Blcap
tmem74b	Tmem74b
fabp7b	Fabp7
pkib	Pkib
psmf1	Psmf1
pdlim4	Pdlim4
serinc1	Serinc1
aasdhppt	Aasdhppt
rspo4	Rspo4
msantd4	Msantd4
csf1rb	Csf1r
gria4a	Gria4
angpt4	Angpt4
cldn15lb	Cldn15
hsf2	Hsf2
slc16a6b	Slc16a6
sra1	Sra1
rims4	Rims4
gna13b	Gna13
camk2a	Camk2a
atg16l1	Atg16l1
gabra3	Gabra3
ywhaba	Ywhab
gja1b	Gja1
gja1b	Gja6
rgs9a	Rgs9
cog1	Cog1
fundc2	Fundc2
fundc2	Fundc2b
brcc3	Brcc3
brcc3	Brcc3dc
tbc1d32	Tbc1d32
hsdl1	Hsdl1
sagb	Sag
METTL23	Mettl23
KCTD15	Kctd15
sema6a	Sema6a
TLX3	Tlx3
YBEY	Ybey
SPHK1	Sphk1
zfp64	Zfp64
RAB19	Rab19
pclaf	Pclaf
PDCL3	Pdcl3
snx2	Snx2
hdac7a	Hdac7
HAPLN1	Hapln1
SLC16A7	Slc16a7
syngr1b	Syngr1
EMC4	Emc4
SLC16A6	Slc16a6
ms4a17a.17	Ms4a18
ms4a17a.17	Ms4a10
ms4a17a.17	Ms4a14
ms4a17a.17	Ms4a6d
ms4a17a.17	Ms4a6c
ms4a17a.17	Ms4a6b
ms4a17a.17	Ms4a1
ms4a17a.17	Ms4a2
ms4a17a.17	Ms4a13
ms4a17a.17	Ms4a15
ms4a17a.17	Ms4a5
ms4a17a.17	Ms4a7
ms4a17a.17	Ms4a19
ms4a17a.17	Ms4a20
PSMD2	Psmd2
citb	Cit
adamts16	Adamts16
urahb	Urah
mboat1	Mboat1
RSBN1	Rsbn1
aco1	Aco1
smpd2a	Smpd2
gga1	Gga1
nfatc2a	Nfatc2
twf1a	Twf1
nop14	Nop14
kcnma1b	Kcnma1
lrp6	Lrp6
lrp4	Lrp4
rab3ip	Rab3ip
akt1	Akt1
IQSEC1	Iqsec1
ccdc6b	Ccdc6
tmem117	Tmem117
tmx3b	Tmx3
nanos1	Nanos1
cebpd	Cebpd
CHST12	Chst12
plxnb1b	Plxnb1
znf217	Zfp217
CLEC3A	Clec3a
rskrb	Rskr
cacng1a	Cacng1
pxdn	Pxdn
PRSS35	Prss35
spg11	Spg11
zbtb39	Zbtb39
etfa	Etfa
ms4a17a.1	Ms4a18
ms4a17a.1	Ms4a10
ms4a17a.1	Ms4a14
ms4a17a.1	Ms4a6d
ms4a17a.1	Ms4a6c
ms4a17a.1	Ms4a6b
ms4a17a.1	Ms4a1
ms4a17a.1	Ms4a2
ms4a17a.1	Ms4a13
ms4a17a.1	Ms4a15
ms4a17a.1	Ms4a5
ms4a17a.1	Ms4a7
ms4a17a.1	Ms4a19
ms4a17a.1	Ms4a20
ube2c	Dnttip1
cep170ba	Cep170b
scn5lab	Scn10a
trim65	Trim80
sult4a1	Sult4a1
bnip3	Bnip3
igsf11	Igsf11
mettl4	Mettl4
znf609b	Zfp609
cltb	Cltb
svbp	Svbp
cabz01093075.1	Ccr1
cabz01093075.1	Ccr2
cabz01093075.1	Ccr4
cabz01093075.1	Ccr5
cabz01093075.1	Ccr1l1
cabz01093075.1	Ccrl2
cabz01093075.1	Ccr3
cabz01093075.1	Ccr8
RAB19	Rab19
oca2	Oca2
OTOP1	Otop1
tp53bp1	Trp53bp1
arrdc1b	Arrdc1
ndufb3	Ndufb3
chek1	Chek1
hpdb	Hpd
SH3TC1	Sh3tc1
polr2k	Polr2k
macrod2	Macrod2
arsj	Arsj
kcnh1b	Kcnh1
zfpl1	Zfpl1
AGBL4	Agbl4
pptc7b	Pptc7
ncoa7a	Ncoa7
hlfa	Hlf
pigv	Pigv
TMEM132D	Tmem132d
cflarb	Cflar
stc1l	Stc1
nthl1	Nthl1
DORIP1	Gm527
aldh1l1	Aldh1l1
SH2B2	Sh2b2
ndufb9	Ndufb9
skic3	Skic3
rpp25b	Rpp25
SYDE1	Syde1
mn1a	Mn1
mrps35	Mrps35
tctn1	Tctn1
preb	Preb
ppa1a	Ppa1
tnks1bp1	2900026A02Rik
klf4	Klf4
tbr1b	Tbr1
AP3B2	Ap3b2
iqsec2a	Iqsec2
csgalnact1b	Csgalnact1
snai1b	Snai1
dydc2	Dydc1
dydc2	Dydc2
FAM135B	Fam135b
PLPP1	Plpp1
bhlha9	Bhlha9
tbl2	Tbl2
GRIK2	Grik2
rmdn2	Rmdn2
RASSF4	Rassf4
C18H19orf12	1600014C10Rik
fgf7	Fgf7
lnpa	Lnpk
UBE2C	Ube2c
glis3	Glis3
FAM180A	Fam180a
zmp:0000000936	Lag3
fam78ab	Fam78a
nagk	Nagk
TMEM87B	Tmem87b
aurkb	Aurkb
zgc:56235	Vdac3
sepsecs	Sepsecs
srp19	Srp19
BSN	Bsn
btbd2b	Btbd2
fah	Fah
cdh22	Cdh22
vopp1b	Vopp1
mical2a	Mical2
gpc2	Gpc2
plcl2	Plcl2
dner	Dner
gpr171	Gpr171
polr3a	Polr3a
vps4a	Vps4a
acat1	Acat1
si:dkey-239i20.2	Fmo9
zgc:153184	Rcsd1
SH3RF3	Sh3rf3
syt12	Syt12
c1s.1	Prrg2
RIC1	Ric1
prph	Prph
fam114a2	Fam114a2
scarb2c	Scarb2
OSCP1	Oscp1
zp2l2	4930562C15Rik
slc7a8b	Slc7a8
srsf1b	Srsf1
mdga1	Mdga1
JMJD8	Jmjd8
sstr2a	Sstr2
rnaset2	Rnaset2a
rnaset2	Rnaset2b
adtrp	Adtrp
rhobtb1	Rhobtb1
chia.1	Chit1
ralbb	Ralb
atf4a	Atf4
ifnphi3	Gm13275
ifnphi3	Ifna1
ifnphi3	Ifna9
ifnphi3	Ifna12
ifnphi3	Ifna15
ifnphi3	Ifnk
ifnphi3	Ifna7
ifnphi3	Ifna14
ifnphi3	Gm13272
ifnphi3	Ifnz
ifnphi3	Ifna6
ifnphi3	Gm13277
ifnphi3	Gm13285
ifnphi3	Gm13289
ifnphi3	Ifnb1
ifnphi3	Ifna2
ifnphi3	Ifna11
ifnphi3	Gm13278
ifnphi3	Gm13271
ifnphi3	Ifna5
ifnphi3	Gm13276
ifnphi3	Ifnab
ifnphi3	Gm13279
ifnphi3	Gm13290
ifnphi3	Ifna13
ifnphi3	Ifne
ifnphi3	Gm13283
ifnphi3	Ifna16
ifnphi3	Ifna4
ifnphi3	Gm13288
ifnphi3	Gm13287
acyp2	Acyp2
ctslb.4	Cts3
ctslb.4	Ctla2a
ctslb.4	Ctsl
ctslb.4	Cts6
ctslb.4	Ctsll3
ctslb.4	Cts7
ctslb.4	Ctsr
ctslb.4	Ctsm
ctslb.4	BC051665
ctslb.4	Ctla2b
ctslb.4	Ctsq
ctslb.4	Cts8
ctslb.4	Ctsj
ctslb.4	4930486L24Rik
pdxp	Pdxp
noctb	Noct
scube3	Scube3
adamts3	Adamts3
SCARNA14	Gm24289
snrnp35	Snrnp35
dcakd	Dcakd
pnmt	Pnmt
tmem186	Tmem186
anapc15	Anapc15
anapc15	Anapc15-ps
cln5	Cln5
tspan10	Tspan10
ppp1cc	Ppp1cc
fut8b	Fut8
5S_rRNA	Gm55607
5S_rRNA	Gm55420
5S_rRNA	Gm55034
shisa2b	Shisa2
unc5a	Unc5a
pdlim7	Pdlim7
thumpd1	Thumpd1
klhl41b	Klhl41
elf2b	Elf2
slc30a10	Slc30a10
trpc7b	Trpc7
filip1b	Filip1
mrc2	Mrc2
sp2	Sp2
septin10	Septin10
dhx58	Dhx58
gareml	Garem2
mir142b	Mir142
mir142b	Mir142b
mir133b	Mir133b
ap1s3a	Ap1s3
stk11ip	Stk11ip
ptprb	Ptprb
fgf10b	Fgf10
rnf182	Rnf182
vox	Dlx4
kctd14	Kctd14
mrps15	Mrps15
osr2	Osr2
C16H1orf232	Gm30191
ldlrap1b	Ldlrap1
exoc8	Exoc8
nanos2	Nanos2
stoml3a	Stoml3
adamts14	Adamts14
tmem14ca	Tmem14c
c3a.4	C3
ephb3b	Ephb3
TMEM233	Tmem233
apold1a	Apold1
srl	Srl
srxn1	Srxn1
VASH1	Vash1
TMEM114	Tmem114
sap30l	Sap30l
fanca	Fanca
mmp15b	Mmp15
zbtb49	Zbtb49
stk24a	Stk24
acsl2	Acsbg3
acsl2	Acsl6
gpr39	Gpr39
zc3h6	Zc3h6
pmm1	Pmm1
faf2	Faf2
smarcc1b	Smarcc1
TC2N	Tc2n
lpar6a	Lpar6
fbxw8	Fbxw8
lhfpl2a	Lhfpl2
nsd1b	Nsd1
iqgap1	Iqgap1
onecut3b	Onecut3
ptprga	Ptprg
ora1	Vmn1r50
ora1	Vmn1r26
ora1	Vmn1r29
ora1	Vmn1r208
ora1	Vmn1r204
ora1	Vmn1r207
ora1	Vmn1r10
ora1	Vmn1r12
ora1	Vmn1r54
ora1	Vmn1r27
ora1	Vmn1r25
ora1	Vmn1r189
ora1	Vmn1r215
ora1	Vmn1r222
ora1	Vmn1r20
ora1	Vmn1r194
ora1	Vmn1r223
ora1	Vmn1r211
ora1	Vmn1r48
ora1	Vmn1r214
ora1	Vmn1r196
ora1	Vmn1r42
ora1	Vmn1r14
ora1	Vmn1r43
ora1	Vmn1r22
ora1	Vmn1r33
ora1	Vmn1r44
ora1	Vmn1r192
ora1	Vmn1r45
ora1	Vmn1r17
ora1	Vmn1r213
ora1	Vmn1r195
ora1	Vmn1r28
ora1	Vmn1r52
ora1	Vmn1r47
ora1	Vmn1r23
ora1	Vmn1r7
ora1	Vmn1r13
ora1	Vmn1r53
ora1	Vmn1r220
ora1	Vmn1r38
ora1	Vmn1r21
ora1	Vmn1r34
ora1	V1ra8
ora1	Vmn1r4
ora1	Vmn1r205
ora1	Vmn1r9
ora1	Vmn1r202
ora1	Vmn1r8
ora1	Vmn1r30
ora1	Vmn1r1
ora1	Vmn1r31
ora1	Vmn1r203
ora1	Vmn1r36
ora1	Vmn1r18
ora1	Vmn1r16
ora1	Vmn1r199
ora1	Vmn1r11
ora1	Vmn1r198
ora1	Vmn1r49
ora1	Vmn1r41
ora1	Vmn1r206
ora1	Vmn1r193
ora1	Vmn1r201
ora1	Vmn1r32
ora1	Vmn1r15
ora1	Vmn1r212
ora1	Vmn1r5
ora1	Vmn1r188
ora1	Vmn1r6
ora1	Vmn1r46
ora1	Vmn1r218
ora1	Vmn1r191
ora1	Vmn1r35
ora1	Vmn1r51
ora1	Vmn1r19
ora1	Vmn1r210
ora1	Vmn1r24
ora1	Vmn1r209
ora1	Vmn1r217
ora1	Vmn1r216
ora1	Vmn1r40
ora1	Vmn1r200
ora1	Vmn1r239-ps
ora1	Vmn1r37
ora1	Vmn1r219
ora1	Vmn1r39
ora1	Vmn1r197
ora1	Vmn1r221
rgs6	Rgs6
plppr1	Plppr1
cog8	Cog8
impa2	Impa2
lmf1	Lmf1
ripply3	Ripply3
arsk	Arsk
ssb	Ssb
bxdc2	Brix1
stk40	Stk40
mcm2	Mcm2
sptlc2b	Sptlc2
tmem79b	Tmem79
rps3	Get1
plbd1a	Plbd1
rb1cc1	Rb1cc1
tmem106c	Tmem106c
aqp1a.1	Aqp1
hnrnpc	Ralyl
5S_rRNA	Gm56176
5S_rRNA	Gm56217
mrto4	Mrto4
ier2b	Ier2
lyar	Lyar
KCNJ15	Kcnj15
arhgap45a	Arhgap45
SBSPON	Sbspon
cwf19l2	Cwf19l2
sh3bp5a	Sh3bp5
mast3a	Mast3
dipk1b	Dipk1b
mid2	Mid2
bbs12	Bbs12
GPR139	Gpr139
dqx1	Dqx1
5_8S_rRNA	Gm54867
tomt	Tomt
rln3b	Rln3
SNORA77B	Gm25777
snord30	Gm23389
snord30	Gm22680
5S_rRNA	Gm55364
5S_rRNA	Gm54840
cnnm1	Cnnm1
en1a	En1
mir107b	Mir103-2
mir107b	Mir103-1
il6r	Il12rb1
il6r	Il11ra3
il6r	Il11ra2
il6r	Il11ra1
il6r	Ghr
il6r	Crlf2
il6r	Il2rg
il6r	Osmr
il6r	Il27ra
il6r	Il6ra
il6r	Il23r
il6r	Il13ra1
satb1b	Satb1
mir23a-3	Mir23a
5S_rRNA	Gm55661
gigyf1a	Gigyf1
im:6904045	Natd1
dab1b	Dab1
GALNT3	Galnt3
dre-mir-7ba	Mir7-1
wdr54	Wdr54
wdr54	Fbxw26
wdr54	Fbxw16
wdr54	Fbxw19
wdr54	Fbxw22
wdr54	Fbxw28
wdr54	Fbxw14
wdr54	Fbxw20
wdr54	Fbxw27
wdr54	Fbxw15
wdr54	Fbxw25
wdr54	Fbxw24
wdr54	Fbxw21
wdr54	Fbxw13
wdr54	Fbxw18
sbno1	Sbno1
fancb	Fancb
snx10a	Snx10
SLC35D3	Slc35d3
SNORD18	Gm23344
cd302	Cd302
bcl7ba	Bcl7b
FH	Fh1
trib2	Trib2
cryba4	Cryba4
tcf25	Tcf25
usp20	Usp20
5S_rRNA	Gm54776
ppp1r14d	Ppp1r14d
adcy3a	Adcy3
oatx	Slc22a22
oatx	Slc22a6
oatx	Slc22a19
oatx	Slc22a27
oatx	Slc22a29
oatx	Slc22a30
oatx	Slc22a28
oatx	Slc22a26
oatx	Slc22a12
oatx	Slc22a20
oatx	Slc22a3
oatx	Slc22a14
oatx	Slc22a1
oatx	Slc22a5
oatx	Slc22a21
oatx	Slc22a4
map3k12	Map3k12
5S_rRNA	Gm54776
VMAC	Vmac
sc:d189	Tigit
sc:d189	Pvr
sc:d189	Nectin2
sc:d189	Smagp
sc:d189	Cd200l1
sc:d189	Cd200l2
slitrk3a	Slitrk3
5S_rRNA	Gm54776
cldnd1a	Cldnd1
garnl3	Garnl3
mis12	Mis12
pfklb	Pfkl
mirlet7g-2	Mirlet7f-2
ndufv2	Ndufv2
5S_rRNA	Rn5s-ps1
5S_rRNA	n-R5s114
5S_rRNA	n-R5s119
5S_rRNA	Gm23647
5S_rRNA	n-R5s194
5S_rRNA	n-R5s131
daglb	Daglb
rabepk	Rabepk
arf6a	Arf6
5S_rRNA	Gm54776
rab10	Rab10
phb2a	Phb2
tmem135	Tmem135
ska2	Ska2
shfl	Shfl
rbm27	Rbm27
cpne5b	Cpne5
lyst	Lyst
wfikkn1	Wfdc8
wfikkn1	Spint1
wfikkn1	Eppin
wfikkn1	Wfdc6a
wfikkn1	Wfdc6b
wfikkn1	Spint4
wfikkn1	Lrp11
tspan13a	Tspan13
haus4	Haus4
mir18b	Mir18
DMXL1	Dmxl1
pts	Pts
5S_rRNA	Gm54455
herc4	Herc4
lmbrd2a	Lmbrd2
U1	Gm23240
U1	Gm22847
SFMBT1	Sfmbt1
ACY1	Acy1
dre-mir-152	Mir148b
DTX1	Dtx1
U6	Gm25380
ncana	Ncan
pigrl2.3	Fcamr
5S_rRNA	Gm55607
5S_rRNA	Gm55420
5S_rRNA	Gm55034
SNORA23	Snora23
grin2ba	Grin2b
gpr137ba	Gpr137b
mir27a	Mir27a
SNORA74	Gm54507
SNORA74	Gm55013
tdp2a	Tdp2
DNAI3	Dnai3
mir100-2	Mir100
dhx36	Dhx36
CCS	Ccs
zgc:152774	Morc4
chn1	Chn1
clcn4	Clcn4
5S_rRNA	Gm54776
prickle2a	Prickle2
ccdc127a	Ccdc127
depdc7a	Depdc7
SNORD33	Snord32a
SNORD33	Gm56121
creb5a	Creb5
5S_rRNA	Gm54776
epb41l3b	Epb41l3
gap43	Gap43
KLHL28	Klhl28
U1	Gm23240
U1	Gm22847
5S_rRNA	Gm54776
chsy3	Chsy3
dre-mir-96	Mir96
5S_rRNA	Gm54776
nxnl2	Nxnl2
ASS1	Ass1
mir365-1	Mir365-1
mir16a	Mir16-2
APCDD1	Apcdd1
tbc1d9b	Tbc1d9b
U6	Gm25380
tor4aa	Tor4a
5S_rRNA	Gm54776
rn7sk	Gm55801
tmprss7	Tmprss7
usp47	Usp47
tbl3	Tbl3
casp3l	Casp12
casp3l	Casp1
trappc8	Trappc8
mir10c	Mir10a
dre-mir-216b	Mir216b
rnf152	Rnf152
rho	Rho
5S_rRNA	Gm55100
ptgfrna	Ptgfrn
KDM5A	Kdm5a
5S_rRNA	Gm54776
tanc2b	Tanc2
adamts1	Adamts1
SCHIP1	Schip1
HECW1	Hecw1
cetn4	Cetn4
DXO	Dxo
foxj1a	Foxj1
5S_rRNA	Gm54776
5_8S_rRNA	Gm54867
5S_rRNA	Gm55146
5S_rRNA	Gm55176
MTFP1	Mtfp1
dhx30	Dhx30
UBLCP1	Ublcp1
5S_rRNA	Gm55607
5S_rRNA	Gm55420
5S_rRNA	Gm55034
mir15a-2	Mir15a
rnf213a	Rnf213
mir34a	Mir34a
tmem68	Tmem68
peli3	Peli3
dre-mir-31	Mir31
ube2t	Ube2t
cfap410	Cfap410
sstr2b	Sstr2
uqcc5	Uqcc5
5S_rRNA	Gm55607
5S_rRNA	Gm55420
5S_rRNA	Gm55034
5S_rRNA	Gm55364
5S_rRNA	Gm54840
nrsn1	Nrsn1
ndel1b	Ndel1
kcna2a	Kcna2
OSBPL8	Osbpl8
USP53	Usp53
U4	Gm26254
U4	Gm25279
arrb1	Arrb1
CLPB	Clpb
fzd4	Fzd4
NETO2	Neto2
fn3krp	Fn3krp
TCF24	Tcf24
cct2	Cct2
trim32	Trim32
cript	Cript
gpx4b	Gpx4
setd5	Setd5
shisa3	Shisa3
POLR3D	Polr3d
SYNDIG1	Syndig1
apobec2b	Apobec2
npffr1	Npffr1
clcn2b	Clcn2
prdm5	Prdm5
5S_rRNA	Gm55607
5S_rRNA	Gm55420
5S_rRNA	Gm55034
ddah1	Ddah1
spryd3	Spryd3
dre-mir-146b-1	Mir146
lrrc30a	Lrrc30
c1qtnf7	C1qtnf7
BOLA2B	Bola2
tecpr1a	Tecpr1
mir193b	Mir193b
dre-let-7e	Mirlet7c-2
CORO7	Coro7
gcn1	Gcn1
ano1a	Ano1
si:dkey-61f9.1	Clec4d
si:dkey-61f9.1	Clec4g
si:dkey-61f9.1	Fcer2a
si:dkey-61f9.1	Clec4n
si:dkey-61f9.1	Cd209c
si:dkey-61f9.1	Cd209b
si:dkey-61f9.1	Cd209d
si:dkey-61f9.1	Cd209a
si:dkey-61f9.1	Cd209e
si:dkey-61f9.1	Clec4a2
si:dkey-61f9.1	Clec4a4
si:dkey-61f9.1	Clec4b2
si:dkey-61f9.1	Clec4b1
si:dkey-61f9.1	Clec4a3
si:dkey-61f9.1	Clec4a1
si:dkey-61f9.1	Cd207
smarcal1	Smarcal1
fank1	Fank1
lrp5	Lrp5
pde8a	Pde8a
elmo3	Elmo3
ube2ka	Ube2k
c3ar1	C3ar1
sppl3	Sppl3
cdc42ep3	Cdc42ep3
higd2a	Higd2a
abcd2	Abcd2
tmem17	Tmem17
thrsp	Thrsp
atp23	Atp23
pi4k2b	Pi4k2b
lnpep	Lnpep
pax1a	Pax1
gpr135	Gpr135
ednrba	Ednrb
sp5l	Zfp352
sp5l	Klf14
sp5l	Klf17
cpox	Cpox
ms4a17a.8	Ms4a18
ms4a17a.8	Ms4a10
ms4a17a.8	Ms4a14
ms4a17a.8	Ms4a6d
ms4a17a.8	Ms4a6c
ms4a17a.8	Ms4a6b
ms4a17a.8	Ms4a1
ms4a17a.8	Ms4a2
ms4a17a.8	Ms4a13
ms4a17a.8	Ms4a15
ms4a17a.8	Ms4a5
ms4a17a.8	Ms4a7
ms4a17a.8	Ms4a19
ms4a17a.8	Ms4a20
pwwp2b	Pwwp2b
cabcoco1	Cabcoco1
kdm2ba	Kdm2b
si:dkey-43k4.5	Kcns1
strn	Strn
dctn1a	Dctn1
gas2a	Gas2
rasgrp3	Rasgrp3
smyhc3	Myh6
CDHR1	Cdhr1
unc13c	Unc13c
trim8a	Trim8
SCARF2	Scarf2
spina	Spin2h
spina	Gm21394
spina	Spin2f
spina	Gm20826
spina	Gm20777
spina	Gm21812
spina	Gm20815
spina	Gm20822
spina	Gm20816
spina	Spin2-ps2
spina	Gm21719
spina	Gm20823
spina	Gm20821
spina	Gm20865
spina	Gm20807
spina	Spin2g
spina	Spin2c
spina	Spin4
spina	Gm21943
spina	Spin2-ps8
spina	Spin2i
spina	Spin1
spina	Gm29049
spina	Gm21874
spina	Spin2j
spina	Gm20830
spina	Gm20773
spina	Gm28171
spina	Gm20772
spina	Gm20737
spina	Gm46683
spina	Gm21425
spina	Gm20917
spina	Gm20795
spina	Gm20747
spina	Gm20834
spina	Spin2d
spina	Gm20867
spina	Gm20828
spina	Gm21778
spina	Ssty1
spina	Gm21854
spina	Spin2e
spina	Gm20825
spina	Gm20914
spina	Spin2-ps9
spina	Gm20809
spina	Spin2-ps10
spina	Gm21440
spina	Gm21118
spina	Gm20812
spina	Spin2-ps4
spina	Gm21310
spina	Spin2-ps7
spina	Gm20854
spina	Gm20909
spina	Gm21244
spina	Spin2-ps1
spina	Gm20806
spina	Gm20831
spina	Gm21454
spina	Ssty2
spina	Gm29424
spina	Gm20873
spina	Gm21721
spina	Gm20918
spina	Gm21292
spina	Gm20852
spina	Gm20877
spina	Gm20924
spina	Gm14332
spina	Gm20738
tbata	Tbata
tmem263	Tmem263
pmchl	Pmch
ndufaf3	Ndufaf3
mettl23	Mettl23
rtn4rl1b	Rtn4rl1
psma1	Psma1
cidec	Cidec
pcyox1	Pcyox1
LEPROTL1	Leprotl1
gnrhr1	Gnrhr
cldn1	Cldn1
NCAM2	Ncam2
5S_rRNA	Gm54776
mmrn2b	Mmrn2
SNORA74	Gm54507
SNORA74	Gm55013
fbln7	Fbln7
zmp:0000001138	B2m
lrtm1	Lrtm1
arhgef12a	Arhgef12
GJD2	Gjd2
zbtb7c	Zbtb7c
bace1	Bace1
KCNK12	Kcnk12
flnbl	Flnb
smyhc1	Myh6
cita	Cit
adprhl1	Adprhl1
tgfb1a	Tgfb1
srpk2	Srpk2
5S_rRNA	Gm54776
ppp1r12c	Ppp1r12c
csrp1b	Csrp1
apoa1b	Apoa1
tmbim1b	Tmbim1
cmtm8b	Cmtm8
FAT4	Fat4
parp11	Parp11
znhit6	Znhit6
sh2d4a	Sh2d4a
cyp24a1	Cyp24a1
dre-mir-24-4	Mir24-1
zp3e	Zp3
mindy4b	Mindy4b-ps
mir144	Mir144
isg15	Isg15
cebp1	Cebpe
mir7a-3	Mir7-2
camk2d2	Camk2d
mir125b-2	Mir125b-1
myo9aa	Myo9a
ca4a	Car4
ankrd11	Ankrd11
dnm2b	Dnm2
cytip	Cytip
gnal2	Gnal
efna5b	Efna5
dock9a	Dock9
btbd17a	Btbd17
arl1	Arl1
med17	Med17
adra2b	Adra2b
pex11g	Pex11g
fbxo42	Fbxo42
kcng4b	Kcng4
zdhhc11	Zdhhc11
slc35e1	Slc35e1
fat3b	Fat3
ppp2r2d	Ppp2r2d
grm5a	Grm5
igfbp2a	Igfbp2
rcbtb2	Rcbtb2
slc6a3	Slc6a3
fam171a2b	Fam171a2
SORCS3	Sorcs3
GRB14	Grb14
CRACR2A	Cracr2a
tmcc1b	Tmcc1
nab2	Nab2
rnf34b	Rnf34
zgc:194679	B3gnt6
sqlea	Sqle
LIMD2	Limd2
smchd1	Smchd1
ptchd3a	Ptchd3
bmp1a	Bmp1
slc44a4	Slc44a4
rcl1	Rcl1
trpm4b.1	Trpm4
5S_rRNA	Gm56191
hacd1	Hacd1
lamtor1	Lamtor1
NDST1	Ndst1
zgc:101664	Shld3
gemin2	Gemin2
tymp	Tymp
cyp46a1.2	Cyp46a1
kcnab2a	Kcnab2
adam19a	Adam19
5S_rRNA	Gm55661
SPDEF	Spdef
5S_rRNA	Gm55607
5S_rRNA	Gm55420
5S_rRNA	Gm55034
slc19a1	Slc19a1
fen1	Fen1
slc25a1b	Slc25a1
rad23b	Rad23b
ustb	Ust
rargb	Rarg
mctp2b	Mctp2
ugt2b1	Ugt2a3
ugt2b1	Ugt1a6a
ugt2b1	Ugt1a6b
ugt2b1	Ugt1a2
ugt2b1	Ugt1a5
ugt2b1	Ugt1a8
ugt2b1	Ugt1a7c
ugt2b1	Ugt1a10
ugt2b1	Ugt1a9
ugt2b1	Ugt2a2
ugt2b1	Ugt2a1
atp6v1b2	Atp6v1b2
dkk3a	Dkk3
5S_rRNA	Gm54776
crebbpb	Crebbp
mfap4.4	Mfap4
mir200a	Mir200a
ap3d1	Ap3d1
dre-mir-21-2	Mir21a
reck	Reck
nkx3-2	Nkx3-2
prpf39	Prpf39
dnaaf3l	Dnaaf3
mir194b	Mir194-1
mir194b	Mir194-2
dre-mir-129-2	Mir129b
INHBB	Inhbb
gorasp1b	Gorasp1
dnaaf3	Dnaaf3
pigb	Pigb
tcimb	Tcim
ASTE1	Aste1
dre-mir-29b-1	Mir29b-2
ythdc2	Ythdc2
stk10	Stk10
wdr45b	Wdr45b
pde6gb	Pde6g
gpatch3	Gpatch3
GADD45G	Gadd45g
ctif	Ctif
uqcr10	Uqcr10
MFN1	Mfn1
apol1	Apold1
NHLRC3	Nhlrc3
cep72	Cep72
dlg4a	Dlg4
lsm12b	Lsm12
rgs3a	Rgs3
morn3	Morn3
grm4	Grm4
katnal1	Katnal1
NPAS3	Npas3
cytl1	Cytl1
dgat1a	Dgat1
elp4	Elp4
crmp1	Crmp1
rnpepl1	Rnpepl1
ddx46	Ddx46
coq2	Coq2
cnksr3	Tex16
cutc	Cutc
RAB7A	Rab7
cep112	Cep112
dusp2	Dusp2
5S_rRNA	Gm55661
nudt6	Nudt6
baiap2l1a	Baiap2l1
gdpd4a	Gdpd4
PEBP4	Pebp4
rfx3	Rfx3
atrxl	Atrx
5S_rRNA	Gm54776
plk2a	Plk2
SNORD82	Snord82
oprl1	Oprl1
rpl35	Rpl35rt
rpl35	Rpl35
pou2f3	Pou2f3
WDR70	Wdr70
ier3ip1	Ier3ip1
large1	Large1
park7	Park7
cacng5a	Cacng5
mir202	Mir202
dre-mir-26a-1	Mir26a-2
arf5	Arf5
nup210	Nup210
glg1b	Glg1
RAP1GDS1	Rap1gds1
MSANTD2	Msantd2
JMY	Jmy
ccdc106a	Ccdc106
myofl	Myof
dre-mir-133c	Mir133b
cyp11c1	Cyp11b2
cyp11c1	Cyp11b1
mir194a	Mir194-1
mir194a	Mir194-2
mtrf1	Mtrf1
slc2a10	Slc2a10
pcbp2	Pcbp2
ogdhl	Ogdhl
pkn2a	Pkn2
abcc8b	Abcc8
sgcd	Sgcd
spag1b	Spag1
serpini1	Serpini1
h1m	H1f8
slc25a15a	Slc25a15
slc1a3a	Slc1a3
rprmb	Rprm
arid3a	Arid3a
pdcd10a	Pdcd10
stxbp5b	Stxbp5
pitpnb	Pitpnb
pole2	Pole2
arhgap44a	Arhgap44
slc39a14	Slc39a14
