mt-nd1	MT-ND1
fam174b	FAM174B
abcb4	ABCB4
ramp2	RAMP2
NAPB	NAPB
ERC2	ERC2
vps11	VPS11
med6	MED6
fkbp7	FKBP7
BHLHE40	BHLHE40
cdk5r1b	CDK5R1
son	SON
tp63	TP63
BFAR	BFAR
pou3f2b	POU3F2
slc5a8	SLC5A8
ola-mir-9a-5	MIR9-1
prodha	PRODH
chd2	CHD2
cldn15lb	CLDN15
sptbn2	SPTBN2
myo1d	MYO1D
pcnx1	PCNX1
GREM1	GREM1
MEF2D	MEF2D
atosb	ATOSB
parlb	PARL
cdkn2d	CDKN2D
cyp26b1	CYP26B1
EZH1	EZH1
pip5k1bb	PIP5K1B
herpud2	HERPUD2
arhgap11a	ARHGAP11A
arhgap11a	ARHGAP11B
hpse	HPSE
itih5	ITIH5
TAAR1	TAAR1
ephb1	EPHB1
mb21d2	MB21D2
tbx20	TBX20
ap1m2	AP1M2
cep70	CEP70
lgmn	LGMN
fgf12b	FGF12
naaladl1	NAALADL1
gaa2	MGAM2
apeh	APEH
zbtb11	ZBTB11
utp20	UTP20
MRPL49	MRPL49
VAT1	VAT1
actc1c	ACTA1
rundc3b	RUNDC3B
ccdc97	CCDC97
mms22l	MMS22L
pdk2a	PDK2
ppp3ccb	PPP3CC
slx9	SLX9
gal3st1b	GAL3ST1
itpr1a	ITPR1
haus7	HAUS7
uqcr10	UQCR10
CHP1	CHP1
plcd4a	PLCD4
cab39l	CAB39L
dpt	DPT
tmem79a	TMEM79
yme1l1a	YME1L1
zmat5	ZMAT5
micall2b	MICALL2
klhl32	KLHL32
oip5	OIP5
cdadc1	CDADC1
tbx21	TBX21
atp1b1a	ATP1B1
styk1	STYK1
dhx9	DHX9
galm	GALM
gpc1b	GPC1
rgma	RGMA
capza1b	CAPZA1
eprs1	EPRS1
EIF2AK4	EIF2AK4
las1l	LAS1L
il1rap	IL1RAP
dmtn	DMTN
brca1	BRCA1
osbpl7	OSBPL7
nme7	NME7
clcn1a	CLCN1
ctu2	CTU2
erap1b	ERAP1
rcbtb1	RCBTB1
fzd6	FZD6
pcdh17	PCDH17
nusap1	NUSAP1
lamc2	LAMC1
abcc9	ABCC9
lysmd4	LYSMD4
dbf4	DBF4
dnajc28	DNAJC28
nr2f2	NR2F2
cthrc1a	CTHRC1
rcan1b	RCAN1
cttnbp2nlb	CTTNBP2NL
fam131ba	FAM131B
cdk1	CDK1
mastl	MASTL
slc25a32b	SLC25A32
pbdc1	PBDC1
fgf12a	FGF12
nkpd1	NKPD1
cabp7b	CABP7
uncx4.1	UNCX
mctp2a	MCTP2
adam22	ADAM22
mrpl10	MRPL10
gmnc	GMNC
nmnat2	NMNAT2
si:ch211-225p5.8	SCN1B
kcnd3	KCND3
dcaf13	DCAF13
pnpo	PNPO
ubn1	UBN1
tescb	TESC
becn1	BECN1
becn1	BECN2
arl1	ARL1
prr15lb	PRR15
xpo7	XPO7
acbd5a	ACBD5
bivm	BIVM
bivm	ERCC5
glsb	GLS
m17	CNTF
rnf166	RNF166
polr2d	POLR2D
pvalb6	PVALB
fam49ba	CYRIB
IWS1	IWS1
NDUFV1	NDUFV1
kcnj8	KCNJ8
cdk5rap3	CDK5RAP3
sumf1	SUMF1
ddx20	DDX20
mef2aa	MEF2A
si:ch211-18i17.2	PLEKHH3
RIMS2	RIMS2
parla	PARL
csf2rb	CRLF1
taok3b	TAOK3
ndufaf1	NDUFAF1
ECHDC3	ECHDC3
bsx	VENTX
bsx	DLX4
gramd1a	GRAMD1A
ccnq	CCNQ
atg4da	ATG4D
extl2	EXTL2
cyp17a1	CYP17A1
wdr74	WDR74
abi1a	ABI1
pdgfbb	PDGFB
ntm	IGSF5
ntm	OPCML
tubg1	TUBG1
tmem131	TMEM131
runx1	RUNX1
mast1a	MAST1
tubgcp3	TUBGCP3
cldn12	CLDN12
gpr108	GPR108
zgc:110366	AKR1C3
zgc:110366	AKR1C1
zgc:110366	AKR1B10
zgc:110366	AKR1C8
zgc:110366	AKR1B15
zgc:110366	AKR1C4
zgc:110366	AKR7A3
zgc:110366	AKR1C2
tgfbrap1	TGFBRAP1
tkfc	TKFC
cfap126	CFAP126
polk	POLK
tmem150b	TMEM150B
si:dkey-28n18.9	SNX32
usp6nl	USP6NL
gtpbp10	GTPBP10
myo1hb	MYO1H
gfra2b	GFRA2
rtf1	RTF1
opcml	NTM
tnfrsf21	TNFRSF21
NFE2L1	NFE2L1
rc3h1b	RC3H1
cat	CAT
mapk11	MAPK11
DCSTAMP	DCSTAMP
ecm1a	ECM1
cd2ap	CD2AP
osgin2	OSGIN2
ap4b1	AP4B1
ankdd1b	ANKDD1B
si:ch211-13f8.1	KIAA1614
panx3	PANX3
dpys	DPYS
donson	DONSON
synm	SYNM
cbx1b	CBX1
rnaseh2a	RNASEH2A
zc3h10	ZC3H10
stat4	STAT4
opn5	OPN5
sephs3	SEPHS2
mlx	MLX
ssh1b	SSH1
tal1	TAL1
pgpep1l	PGPEP1L
mapk12b	MAPK12
nbn	NBN
snx11	SNX11
chd4a	CHD4
syt12	SYT12
cul4a	CUL4A
ilkap	ILKAP
cmasa	CMAS
dlg1b	DLG1
ppm1la	PPM1L
esyt1b	ESYT1
p4htma	P4HTM
atp6v1b2	ATP6V1B2
igf1ra	IGF1R
psmc3ip	PSMC3IP
pigm	PIGM
adsl	ADSL
celf2	CELF2
pknox2	PKNOX2
ptchd4	PTCHD4
msmp2	MSMP
ikbkg	IKBKG
coro1cb	CORO1C
borcs7	BORCS7
psmd4a	PSMD4
sox10a	SOX10
pdss1	PDSS1
ovol1a	ZNF174
ovol1a	ZSCAN29
ovol1a	SCAND1
ovol1a	OVOL3
ovol1a	ZSCAN18
ovol1a	ZNF444
ovol1a	ZNF496
ovol1a	ZNF18
ovol1a	ZNF274
ovol1a	PEG3
ovol1a	ZNF446
ovol1a	ZNF641
ovol1a	ZNF202
ovol1a	ZSCAN5C
ovol1a	ZSCAN5A
ovol1a	ZNF770
ovol1a	ZKSCAN2
ovol1a	ZSCAN5B
ovol1a	ZSCAN1
rpap3	RPAP3
fmnl1a	FMNL1
peak1	PEAK1
cnih3	CNIH3
ahrr	AHRR
zp3b	POMZP3
zp3b	ZP3
skap1	SKAP1
dusp11	DUSP11
mus81	MUS81
ADCY3	ADCY3
si:cabz01070274.1	LTBP4
scn1ba	SCN1B
znf687b	ZNF687
sh3pxd2ab	SH3PXD2A
chchd1	CHCHD1
iscub	ISCU
hmg20a	HMG20A
glo1	GLO1
hoxb1b	HOXB1
ndufaf1	NDUFAF1
atf4b	ATF4
apbb1ip	APBB1IP
hoxb5b	HOXB5
casp3l	CASP12
casp3l	CASP4
casp3l	CASP5
casp3l	PYDC1
casp3l	CARD18
casp3l	CASP1
casp3l	CARD16
GRTP1	GRTP1
tmem218	TMEM218
zgc:153615	SCHIP1
tmed4	TMED4
dnajc17	DNAJC17
rnf185	RNF185
itgb3b	ITGB3
tcf7l1a	TCF7L1
gpr37l1b	GPR37L1
psmc4	PSMC4
lpar2b	LPAR2
sv2ca	SV2C
eno2	ENO2
robo4	CNTN2
smdt1b	SMDT1
atp23	ATP23
golga5	GOLGA5
arl8a	ARL8A
ttll6	TTLL8
ttll6	KPRP
ess2	ESS2
adprhl1	ADPRHL1
aqp10b	AQP5
aqp10b	AQP9
aqp10b	AQP10
aqp10b	AQP6
gad2	GAD2
ANKS6	ANKS6
hax1	HAX1
cfap161	CFAP161
slka	SLK
plpbp	PLPBP
PTGDR2	PTGDR2
zgc:101664	SHLD3
lingo1a	LINGO1
them4	THEM4
wdr75	WDR75
CNGA3	CNGA3
cox5bb	COX5B
cers3b	CERS3
cpn1	CPN1
trip11	TRIP11
dcun1d2b	DCUN1D2
srcin1a	SRCIN1
gchfr	GCHFR
zmp:0000001127	IL12A
pane1	CENPM
calcoco2	CALCOCO2
sipa1	SIPA1
gata3	GATA3
dgcr2	DGCR2
atp11a	ATP11A
ugt5g1	UGT3A1
ugt5g1	UGT2A3
ugt5g1	UGT2B11
ugt5g1	UGT2B28
ugt5g1	UGT2B10
ugt5g1	UGT1A6
ugt5g1	UGT1A5
ugt5g1	UGT1A4
ugt5g1	UGT1A3
ugt5g1	UGT1A8
ugt5g1	UGT1A10
ugt5g1	UGT1A7
ugt5g1	UGT1A9
ugt5g1	UGT2B7
ugt5g1	UGT2B4
ugt5g1	UGT2A2
ugt5g1	UGT2A1
ugt5g1	UGT2B15
ugt5g1	UGT2B17
pcca	PCCA
slc40a1	SLC40A1
robo3	ROBO3
mb	MB
rorc	RORC
rorc	NR1I3
dnajc5ab	DNAJC5
tmco3	TMCO3
gak	GAK
mief1	MIEF1
serhl	SERHL2
INF2	INF2
lrig3	LRIG3
efhd2	EFHD2
slc26a6l2	SLC26A6
snrpg	SNRPG
myo3a	MYO3A
ubap2l	UBAP2L
selenot1a	SELENOT
actr1b	ACTR1A
hjv	HJV
asnsd1	ASNSD1
akap8l	AKAP8L
dnmbp	DNMBP
si:ch211-148l7.4	ZNF160
si:ch211-148l7.4	ZNF665
si:ch211-148l7.4	ZNF497
si:ch211-148l7.4	CTCFL
si:ch211-148l7.4	ZNF48
si:ch211-148l7.4	ZNF785
si:ch211-148l7.4	ZNF347
si:ch211-148l7.4	ZNF84
si:ch211-148l7.4	ZNF282
si:ch211-148l7.4	ZNF764
si:ch211-148l7.4	ZNF747
si:ch211-148l7.4	ZNF688
si:ch211-148l7.4	ZFP92
si:ch211-148l7.4	ZNF208
si:ch211-148l7.4	ZNF91
si:ch211-148l7.4	ZNF184
si:ch211-148l7.4	ZNF107
si:ch211-148l7.4	ZNF729
si:ch211-148l7.4	ZNF99
si:ch211-148l7.4	ZNF689
si:ch211-148l7.4	ZNF569
si:ch211-148l7.4	ZNF181
si:ch211-148l7.4	ZNF302
tpi1a	TPI1
snf8	SNF8
ltb4r	LTB4R
piezo1	PIEZO1
thbs3a	THBS3
setd1ba	SETD1B
cspg4	CSPG4
adam9a	ADAM9
tpd52l2b	TPD52L2
abi2b	ABI2
ltb4r2a	LTB4R2
atp5f1c	ATP5F1C
tbc1d22b	TBC1D22B
grk1a	GRK1
snx33	SNX33
fbln5	FBLN5
SNORD54	SNORD54
sympk	SYMPK
gopc	GOPC
sept3	SEPTIN3
atp10a	ATP10A
zgc:165507	SLC16A7
vwf	VWF
msl1b	MSL1
gnb3b	GNB3
mpst	TST
ecm1b	ECM1
abcg4a	ABCG4
snupn	SNUPN
mpst	TST
chrnb1l	CHRNB1
OGDH	OGDH
mcur1	MCUR1
adss1	ADSS1
VASN	VASN
tafa2	TAFA4
chmp2a	CHMP2A
dnaja3b	DNAJA3
tmem120b	TMEM120B
cyp20a1	CYP20A1
mtx1a	MTX1
siva1	SIVA1
kin	KIN
kctd9b	KCTD9
ETV6	ETV6
il2rb	IL2RB
slco3a1b	SLCO3A1
ppdpfb	PPDPF
ppdpfb	PPDPFL
mrm1	MRM1
atf7ip	ATF7IP
sfr1	SFR1
casp7	CASP7
tmem237b	TMEM237
si:ch211-80m8.2	MSANTD2
fbrs	FBRS
ptch2	PTCH2
gas6	GAS6
grin2bb	GRIN2B
chrnb1	CHRNB1
cfap43	CFAP43
tmem187	TMEM187
ptk6b	PTK6
pip5k1ab	PIP5K1A
ptpn9a	PTPN9
c1qtnf6a	C1QTNF6
GABRB3	GABRB3
hinfp	HINFP
pdgfaa	PDGFA
srcap	SRCAP
fgfr1b	FGFR1
akt1	AKT1
dph2	DPH2
rhof	RHOF
plekhs1.3	PLEKHS1
mpp4l	MPP4
CHST12	CHST12
myt1b	MYT1
esama	ESAM
pros1	PROS1
ncf2	NCF2
zbtb25	ZBTB25
itih2	ITIH2
morn3	ALS2CL
morn3	MORN1
aacs	AACS
fgf11a	FGF11
anxa13	ANXA8L1
anxa13	ANXA8
anxa13	ANXA9
zbtb1	ZBTB1
wnt9b	WNT9B
nol4lb	NOL4L
card11	CARD11
pla2g6	PLA2G6
sox1b	SOX1
ppiab	PPIA
ppiab	PPIAL4G
ppiab	PPIAL4H
ppiab	PPIAL4C
ppiab	PPIAL4F
ppiab	PPIAL4E
ppiab	PPIAL4D
ppiab	PPIAL4A
stc1l	STC1
syt11b	SYT11
mctp2b	MCTP2
tmem102	TMEM102
SLC35F5	SLC35F5
nhlrc2	NHLRC2
fez1	FEZ1
dpagt1	DPAGT1
als2b	ALS2
itprip	ITPRIP
bbs10	BBS10
garem	GAREM1
gpatch8	GPATCH8
mdm2	MDM2
gpr158a	GPR158
TC2N	TC2N
f8a	F8A3
f8a	F8A2
f8a	F8A1
SLC18A1	SLC18A1
tmem256	TMEM256
syt1b	SYT1
stx4	STX4
cdt1	CDT1
ap5z1	AP5Z1
fas	FAS
commd7	COMMD7
c2cd2l	C2CD2L
arhgef7b	ARHGEF7
C1orf43	C1orf43
psmd4b	PSMD4
orai1b	ORAI1
cfap58	CFAP58
klhl18	KLHL18
nlgn2a	NLGN2
gabra5	GABRA5
wdr45	WDR45
prkdc	PRKDC
cep170ba	CEP170B
trim33l	TRIM28
adrb1	ADRB1
gpr39	GPR39
nup107	NUP107
f2rl2	F2RL2
rasa3	RASA3
tuft1b	TUFT1
dnmt3bb.1	DNMT3B
f2r	F2R
LYPD1	LYPD1
kdm2bb	KDM2B
gosr2	GOSR2
bfsp2	BFSP2
mmd2a	MMD2
SETD4	SETD4
ccdc186	CCDC186
znf687a	ZNF687
cbx6a	NPTXR
eif2b3	EIF2B3
GABRG3	GABRG3
PLD4	PLD4
emp1	EMP1
sin3aa	SIN3A
map3k14a	MAP3K14
phldb1a	PHLDB1
igsf9bb	IGSF9B
inpp4ab	INPP4A
SHKBP1	SHKBP1
cgnb	CGN
ptchd3a	PTCHD3
srp14	SRP14
THNSL1	THNSL1
dcst2	DCST2
dnal4b	DNAL4
npepl1	NPEPL1
rnf34b	RNF34
lage3	CTAG1A
lage3	CTAG2
lage3	CTAG1B
lage3	LAGE3
slc35e3	SLC35E3
baxa	BAX
abcc12	ABCC12
pygo2	PYGO2
wipi2	WIPI2
bub1ba	BUB1B
enkur	ENKUR
ftcdnl1	FTCDNL1
si:dkey-215k6.1	TMEM132C
zcchc9	ZCCHC9
cbr1	CBR1
rbfox2	RBFOX2
rps11l	RPS11
ssbp2a	SSBP2
misrii	AMHR2
s100s	S100A2
s100s	S100A3
s100s	S100A14
s100s	S100A4
s100s	S100A6
s100s	S100G
s100s	CRNN
s100s	S100A7
s100s	S100A7A
s100s	S100A9
s100s	S100A8
s100s	S100A5
PCMTD2	PCMTD2
prtfdc1a	PRTFDC1
plk3	PLK3
epoa	EPO
UPF2	UPF2
c5	C5
ctsz	CTSZ
tdrd1	TDRD1
dnmt3bb.3	DNMT3L
tpp2	TPP2
rxrba	RXRB
cdyl	CDY1B
cdyl	CDY1
cdyl	CDY2B
cdyl	CDY2A
cdyl	CDYL
cacybp	CACYBP
s100a11	S100A11
kif3b	KIF3B
dcst1	DCST1
zgc:153521	C2orf69
mrps14	MRPS14
dnhd1	DNHD1
pop7	POP7
stk17b	STK17B
ggt5b	GGT5
atg10	ATG10
lfng	LFNG
arhgap21a	ARHGAP21
nelfcd	NELFCD
P2RY14	P2RY14
mxtx1	DUX4
baiap2l2b	BAIAP2L2
crabp1a	CRABP1
mapre1b	MAPRE1
ufsp1	UFSP1
rab3ip	RAB3IP
tex47	TEX47
SMURF1	SMURF1
ndel1a	NDEL1
rhpn2	RHPN2
pofut1	POFUT1
papss2a	PAPSS2
cks1b	CKS1B
il6r	IL12RB1
il6r	IL11RA
il6r	GHR
il6r	CRLF2
il6r	IL2RG
il6r	OSMR
il6r	IL27RA
il6r	IL3RA
il6r	IL6R
il6r	IL23R
il6r	IL13RA1
adam15	ADAM15
pcdh2ac	PCDHAC2
pvalb7	PVALB
plek2	PLEK2
skic8	SKIC8
erp27	ERP27
bcl7a	BCL7A
acsf2	ACSF2
atf5a	ATF5
jam3b	JAM3
hecw2a	HECW2
arhgap29a	ARHGAP29
acss2	ACSS2
slc7a10a	SLC7A10
si:ch211-10a23.2	LGALS9
si:ch211-10a23.2	LGALS9B
si:ch211-10a23.2	LGALS9C
si:ch211-10a23.2	CLC
si:ch211-10a23.2	LGALS16
si:ch211-10a23.2	LGALS13
si:ch211-10a23.2	LGALS14
ttyh3a	TTYH3
gigyf1a	GIGYF1
jak2b	JAK2
spint1a	WFDC8
spint1a	WFDC6
spint1a	SPINT1
spint1a	EPPIN
spint1a	SPINT4
spint1a	LRP11
TIMP3	TIMP3
ncf4	NCF4
efna1a	EFNA1
oca2	OCA2
minpp1a	MINPP1
gpr171	GPR171
spint1a	WFDC8
spint1a	WFDC6
spint1a	SPINT1
spint1a	EPPIN
spint1a	SPINT4
spint1a	LRP11
sgms1a	SGMS1
dpm3	DPM3
pdgfba	PDGFB
eif2b1	EIF2B1
dnai4	DNAI4
adamts15a	ADAMTS15
abca4a	ABCA4
TMEM19	TMEM19
tnr	TNR
sun2	SUN2
col11a2	COL11A2
ppp1r14d	PPP1R14D
kazald3	KAZALD1
zfyve26	ZFYVE26
lrp3	LRP3
snx19a	SNX19
trim46b	TRIM46
STK32C	STK32C
wrap53	WRAP53
unc50	UNC50
zgc:110626	ARRDC5
samhd1	SAMHD1
slc25a44a	SLC25A44
zfyve19	ZFYVE19
cmlc1	MYL3
cmlc1	MYL4
ARHGAP32	ARHGAP32
mettl21e	METTL21EP
ddx55	DDX55
plagl2	ZNF174
plagl2	ZSCAN29
plagl2	ZNF576
plagl2	SCAND1
plagl2	OVOL3
plagl2	ZSCAN18
plagl2	ZNF444
plagl2	ZNF496
plagl2	ZNF18
plagl2	ZNF274
plagl2	PEG3
plagl2	ZNF446
plagl2	ZNF641
plagl2	PLAGL2
plagl2	ZNF202
plagl2	ZSCAN5C
plagl2	ZSCAN5A
plagl2	ZNF770
plagl2	PLAGL1
plagl2	ZKSCAN2
plagl2	ZSCAN5B
plagl2	ZSCAN1
rnf216	RNF216
apodb	APOD
atf4a	ATF4
bub1bb	BUB1B
slc16a5a	SLC16A5
NDUFS1	NDUFS1
snx8a	SNX8
ireb2	IREB2
kics2	KICS2
kctd2	KCTD2
apodb	APOD
rerg	RERG
trmt10c	TRMT10C
bco2a	BCO2
efnb3b	EFNB3
zgc:114041	SLC16A11
nudt17	NUDT17
tm9sf4	TM9SF4
prkg1a	PRKG1
txnl4b	TXNL4B
DNAJA2	DNAJA2
tafazzin	TAFAZZIN
ttc28	TTC28
pak6a	PAK6
nudt1	NUDT1
mrpl16	MRPL16
fscn1a	FSCN1
plxnc1	PLXNC1
ociad1	OCIAD1
kdm5ba	KDM5B
apodb	APOD
s100a10b	S100A12
mrm2	MRM2
gldc	GLDC
mrpl37	MRPL37
MIR125B1	MIR125B1
brox	BROX
ELFN1	ELFN1
tubgcp2	TUBGCP2
ggt1b	GGTLC2
ggt1b	GGTLC3
ggt1b	GGT1
ggt1b	GGTLC1
otos	OTOS
snx27a	SNX27
psmg3	PSMG3
mir100-2	MIR100
fzd7b	FZD7
supt5h	SUPT5H
cops9	COPS9
snai1b	SNAI1
tmem167a	TMEM167A
rdh12	RDH11
tmem184a	TMEM184A
rps19bp1	RPS19BP1
CSNK1G2	CSNK1G2
ubash3ba	UBASH3B
phf19	PHF19
ola-mir-18-1	MIR18A
snx1a	SNX1
amotl2b	AMOTL2
chic2	CHIC2
cmtm6	CMTM6
NETO2	NETO2
PLCB2	PLCB2
creb3l1	CREB3L1
ola-mir-20a-1	MIR20A
tp53inp2	TP53INP2
ola-mir-92a-2	MIR92A1
actb2	ACTB
atp6ap1a	ATP6AP1
aire	AIRE
cep83	CEP83
mafk	MAFK
pla2g3	PROCA1
pla2g3	PLA2G3
gpc5a	GPC5
vti1b	VTI1B
cpne4a	CPNE4
hck	HCK
myt1a	MYT1
hcfc2	KLHDC9
f11r.1	F11R
arg2	ARG2
chuk	CHUK
gpc6a	GPC6
rph3aa	RPH3A
psmc1a	PSMC1
olfm3a	OLFM3
atg13	ATG13
GGT7	GGT7
elk3	ELK3
pwwp2b	PWWP2B
avpr1ab	AVPR1A
asxl1	ASXL1
mfsd12a	MFSD12
serp2	SERP2
AP3B2	AP3B2
INPP5A	INPP5A
ints1	INTS1
rabif	RABIF
rbbp8l	RBBP8NL
cyp7a1	CYP7A1
TMPRSS6	TMPRSS6
calm1b	CALM3
calm1b	CALML3
col11a1a	COL11A1
itfg1	ITFG1
vcana	VCAN
adipor1a	ADIPOR1
mrps31	MRPS31
iqsec3b	IQSEC3
tsc22d1	TSC22D1
coq2	COQ2
kitb	KIT
nkx6.2	NKX6-2
cdk17	CDK17
mecp2	MECP2
kptn	KPTN
plekhd1	PLEKHD1
GTF2F2	GTF2F2
cmtm7	CMTM7
taf6	TAF6
gata5	GATA5
irak1	IRAK1
si:dkey-11p23.7	SIGLEC15
aqp10a	AQP5
aqp10a	AQP9
aqp10a	AQP10
aqp10a	AQP6
tnk2a	TNK2
inavab	INAVA
mgat3b	MGAT3
clockb	CLOCK
kctd4	KCTD4
INAFM2	INAFM2
mfsd10	MFSD10
lmo7b	LMO7
vwa2	VWA2
gpr25	GPR25
zgc:56556	C5orf22
wash1	WASHC1
wash1	WASH6P
tpt1	TPT1
nova1	NOVA1
ELOVL6	ELOVL3
smoc1	SMOC1
mir1-1	MIR1-1
gprc6a	GPRC6A
kpnb3	IPO5
ccdc9b	CCDC9B
abcd1	ABCD1
exoc1l	EXOC1L
capns1b	CAPNS1
edil3a	EDIL3
phyh	PHYH
slc25a35	SLC25A35
ddx11	DDX11
tnrc18	TNRC18
ptpn2a	PTPN2
tab1	TAB1
tfr1b	TFRC
mpdu1a	MPDU1
c16h1orf43	C1orf43
avil	AVIL
cabp1b	CABP1
smc2	SMC2
tmem70	TMEM70
afap1l2	AFAP1L2
cenatac	CENATAC
cox7c	COX7C
cep76	CEP76
dnm1b	DNM1
tuft1a	TUFT1
phkb	PHKB
slc25a15b	SLC25A15
fkbp4	FKBP4
kdm6ba	KDM6B
slco4a1	SLCO4A1
paxip1	PAXIP1
olfml3b	OLFML3
rasa1a	RASA1
msl2b	MSL2
mcm10	MCM10
cgna	CGN
mapta	MAPT
KBTBD13	KBTBD13
cdk2	CDK2
plxnb3	PLXNB3
PSMA6	PSMA6
rnpc3	RNPC3
tnfsf10	TNFSF10
hsd17b8	HSD17B8
ucmaa	UCMA
syngr1a	SYNGR1
b4galnt3b	B4GALNT3
mthfd1b	MTHFD1
LIMS4	LIMS4
LIMS4	LIMS3
slc29a4b	SLC29A4
zgc:153383	FAM177A1
ntsr1	NTSR1
ppp1r14aa	PPP1R14A
chp2	CHP1
cnpy1	CNPY1
brd2a	BRD2
optn	OPTN
she	SHE
gpat4	GPAT4
atrnl1b	ATRNL1
emc9	EMC9
5S_rRNA	RNA5SP534
ADGRA1	ADGRA1
IFT27	IFT27
flrt2	FLRT2
ccdc3a	CCDC3
prmt6	PRMT6
emc9	EMC9
pmela	PMEL
uncx	UNCX
id4	ID4
zgc:172122	TIGIT
zgc:172122	PVR
zgc:172122	NECTIN2
zgc:172122	NCR3
zgc:172122	SMAGP
snphb	SNPH
chrnb2	CHRNB2
exoc3l2a	EXOC3L2
camk1da	CAMK1D
amph	AMPH
gas1a	GAS1
vox	DLX4
samtor	SAMTOR
serpina1l	SERPINA4
cacng2	CACNG2
prph	PRPH
zfand2a	ZFAND2B
irf9	IRF9
ccnh	CCNH
NTNG1	NTNG1
tmem223	TMEM223
tars1	TARS1
srpk3	SRPK3
DORIP1	DORIP1
clmnb	CLMN
cpsf4	CPSF4
galr2a	GALR2
cdc123	CDC123
ncalda	NCALD
ecpas	ECPAS
CUTA	CUTA
tmem168b	TMEM168
KLHL28	KLHL28
sdcbp2	SDCBP2
s100t	S100A2
s100t	S100A3
s100t	S100A14
s100t	S100A4
s100t	S100A6
s100t	S100G
s100t	CRNN
s100t	S100A10
s100t	S100A7
s100t	S100A7A
s100t	S100A9
s100t	S100A8
s100t	S100A5
mark4a	MARK4
tmem161b	TMEM161B
kansl1a	KANSL1
inhbab	INHBA
timeless	TIMELESS
axin1	AXIN1
ptdss2	PTDSS2
nudt5	NUDT5
si:zfos-169g10.2	SSTR5
ncoa6	NCOA6
c2cd5	C2CD5
U2AF1	U2AF1
psme2	PSME2
s100a11	S100A11
gpd2	GPD2
kctd12.2	KCTD12
TOGARAM1	TOGARAM1
ints9	INTS9
VAV3	VAV3
rac2	RAC2
tdrd7b	TDRD7
nsfl1c	NSFL1C
lsm5	LSM5
crhr1	CRHR1
MIR9-2	MIR9-2
si:ch73-337l15.1	TMEM8B
rpp25l	RPP25L
slc5a7a	SLC5A7
shmt1	SHMT1
grhl2a	GRHL2
med27	MED27
EPHA6	EPHA6
fbxo18	FBH1
avl9	AVL9
cdkn1c	CDKN1C
ckma	CKM
ZNF706	ZNF706
ccdc28b	CCDC28B
pla2g10	PLA2G10
fgf18a	FGF18
cyth4b	CYTH4
mef2cb	MEF2C
FAM110A	FAM110A
timm50	TIMM50
tmem39b	TMEM39B
top1b	TOP1
zc3h7a	ZC3H7A
fbxw11a	FBXW11
TAF13	TAF13
fam83fb	FAM83F
fam83fb	FAM83E
nccrp1	NCCRP1
dctn1a	DCTN1
slc35c2	SLC35C2
fnbp1a	FNBP1
arl6	ARL6
pdap1b	PDAP1
rbm17	RBM17
khdrbs1a	KHDRBS1
COL6A6	COL6A6
mccc2	MCCC2
agxtb	AGXT
kbtbd2	KBTBD2
paplna	PAPLN
ifitm5	IFITM5
bud31	BUD31
etf1a	ETF1
pierce1	PIERCE1
STX19	STX19
lrrc47	LRRC47
shc1	SHC1
rmi2	RMI2
slc8a2a	SLC8A2
plcg1	PLCG1
rnf152	RNF152
smcr8a	SMCR8
zbtb8os	ZBTB8OS
thap4	THAP4
ubfd1	UBFD1
AVPR1A	AVPR1A
kdm4c	KDM5C
kdm4c	KDM5D
kdm4c	KDM4D
kdm4c	KDM4E
kdm4c	KDM4F
CDH20	CDH20
epha3l	EPHA3
epha6	EPHA6
spock1	SPOCK1
clip3	CLIP3
mmp19	MMP19
LRRC3	LRRC3
slc12a9	SLC12A9
herc2	HERC2
glrx5	GLRX5
pfkfb3	PFKFB3
bokb	BOK
ppm1h	PPM1H
ppm1h	PPM1M
ppm1h	PPM1J
ppm1h	PPM1N
rbbp4	RBBP4
suox	SUOX
atp7b	ATP7B
pla2g7	PLA2G7
elovl1a	ELOVL1
mc4r	MC4R
niban2b	NIBAN2
brf2	BRF2
top3a	TOP3A
mcrs1	MCRS1
dnajc1	DNAJC1
c23h12orf56	C12orf56
gnb2	GNB2
pcdh15	PCDH15
ash1l	ASH1L
amh	TDRD6
rnf19a	RNF19A
sh3glb1a	SH3GLB1
ntf3	NTF3
zgc:55781	C7orf25
npdc1b	NPDC1
cdc20	CDC20
anxa4	ANXA4
eed	EED
ano2b	ANO2
psat1	PSAT1
adamts18	ADAMTS18
si:dkey-246i14.3	EFNA4
FUT7	FUT7
mon2	MON2
cyp27b1	CYP27B1
nrros	NRROS
fbxo45	FBXO45
kdm8	KDM8
ptprdb	PTPRD
nsun3	NSUN3
psen1	PSEN1
scamp3	SCAMP3
cwf19l1	CWF19L1
pik3r4	PIK3R4
plek	PLEK
fam168b	FAM168B
hnrnpl	HNRNPL
drosha	DROSHA
mettl1	METTL1
rrad	RRAD
efna3b	EFNA3
mink1	MINK1
dmtf1	DMTF1
sf3b6	SF3B6
fam113	PCED1A
fam113	PCED1B
zhx3b	ZHX3
gfra1b	GFRA1
dele1	DELE1
hs3st4	HS3ST4
MARCHF9	MARCHF9
si:ch211-261p9.4	C3orf38
isca1	ISCA1
FBXO43	FBXO43
hs3st2	HS3ST2
efna1b	EFNA1
abca2	ABCA2
tmem243b	TMEM243
micu2	MICU2
VSNL1	VSNL1
rab5if	RAB5IF
